,title1,page_url,title2,first_paragraph
0,America’s Forgotten Wars,https://www.foreignaffairs.com/issue-packages/2017-09-27/americas-forgotten-wars,What’s Inside,"You don’t hear much about it in the media, but American forces are waging several conflicts around the world these days. As Washington obsesses over soap operas and scandals, the actual work of maintaining global order continues under the radar. The result is a national security discourse that looks like a mullet: business at the front, party in the back. Our lead package this issue is an attempt to redress the balance, giving U.S. interventions the serious scrutiny they deserve. Think of it as a journey back to the front. We asked top experts on six key conflicts to sketch where things are, where they are going, and what the United States should do next—and we’re delighted to bring you their answers. Kosh Sadat and Stan McChrystal explain why pursuing some form of the current U.S. strategy in Afghanistan continues to be the least bad option there, even though nobody is particularly happy with the results to date. Emma Sky and Robert Ford bring their wealth of experience to bear on the post-ISIS landscape in Iraq and Syria, respectively, with Sky advising Washington to focus on local politics and institution building while Ford suggests curtailing most engagement beyond refugee assistance. Ivo Daalder tackles the new eastern front, arguing that given Russia’s actions in Ukraine, the Middle East, and elsewhere, the United States and its nato allies should focus on preventing miscalculations and unintended escalation. And Lisa Monaco and Susan Hennessey explore the more amorphous realms of terrorism and cyberwarfare, respectively, arguing that international cooperation, restored deterrence, and calibrated pushback can help contain these complex and enduring threats. U.S. foreign policy is apparently taking a gap year. Inexperienced, understaffed, and lacking a coherent grand strategy, the Trump administration has generally reacted to global events rather than driven them, engaging the world episodically and idiosyncratically. Some issues, however—like the ones covered here—are simply too important to be pushed to a back burner or delegated to staff wearing uniforms. Eventually, attention must be paid."
1,Room for Everyone,https://www.foreignaffairs.com/articles/world/2017-10-16/room-everyone,Room for Everyone,"The World Health Organization’s newly elected director general, Tedros Adhanom Ghebreyesus, points out that epidemics and pandemics are a major threat to global health “because viruses don’t respect borders, and they don’t need visas” (“Global Health Gets a Checkup,” September/October 2017). He also mentions that the core mission of the WHO is to increase health coverage so as to achieve the Sustainable Development Goals’ aim to “leave no one behind.” His efforts, however, could be undermined by political interference."
2,A Kinder Truman Doctrine,https://www.foreignaffairs.com/articles/united-states/2017-10-16/kinder-truman-doctrine,A Kinder Truman Doctrine,"I am delighted to see Senator Tim Kaine (“A New Truman Doctrine,” July/August 2017) describe a bold new foreign policy strategy that balances greatness and goodness. He should further develop his proposal in two important ways."
3,Intimate Interventions in Global Health: Family Planning and HIV Prevention in Sub-Saharan Africa,https://www.foreignaffairs.com/reviews/capsule-review/2017-10-16/intimate-interventions-global-health-family-planning-and-hiv,Intimate Interventions in Global Health: Family Planning and HIV Prevention in Sub-Saharan Africa,"Robinson argues that African countries’ responses to the HIV/AIDS crisis have been largely determined by their previous experiences in implementing family-planning programs. Based on careful case studies of Malawi, Nigeria, and Senegal, she documents how the same local nongovernmental organizations and technocrats that had gained experience and developed working relationships with international family-planning organizations, such as Family Health International (now FHI 360) and the International Planned Parenthood Federation, were typically the same actors who spearheaded efforts to combat HIV/AIDS. Preventing pregnancies and preventing the spread of HIV require the same ability to intervene in intimate relations and influence sexual practices. Robinson convincingly demonstrates that the effectiveness of a given family-planning program depended on whether the political conditions allowed for the development of relatively strong nonstate actors with links to transnational agencies. Against conventional wisdom, this fine study conveys an abiding optimism about the ability of large international aid organizations to help smaller local groups build skills in one area and then apply them to other challenges."
4,Infrastructure in Africa: Lessons for Future Development,https://www.foreignaffairs.com/reviews/capsule-review/2017-10-16/infrastructure-africa-lessons-future-development,Infrastructure in Africa: Lessons for Future Development,"The African continent’s generally woeful infrastructure has long acted as a brake on economic growth and poverty alleviation in the region. Better roads would help African farmers get their crops to markets. Better sanitation would significantly improve public health. Cheaper and more reliable electric power would allow manufacturing sectors to expand. This collection of essays by economists associated with the African Development Bank suggests ways to achieve those outcomes. The main idea: more public spending. The authors estimate that the region’s governments currently spend less than half of the $93 billion a year they need to on infrastructure investment and maintenance. The difficulty in bridging this funding gap stems not just from a lack of money but also from a paucity of proposals for well-defined, bankable projects."
5,"Violent Non-State Actors in Africa: Terrorists, Rebels and Warlords",https://www.foreignaffairs.com/reviews/capsule-review/2017-10-16/violent-non-state-actors-africa-terrorists-rebels-and-warlords,"Violent Non-State Actors in Africa: Terrorists, Rebels and Warlords","The best chapters in this volume on violent nonstate actors across Africa describe contemporary groups that remain understudied and poorly documented: for example, the various militias fighting in the Central African Republic, the Islamic State (also known as ISIS) in Libya, and the armed factions that briefly formed a jihadist statelet in northern Mali in 2012. One depressing message the book delivers is that a good deal of continuity exists when it comes to the emergence of these kinds of violent groups. Decade after decade, extremists continue to exploit the continent’s dire poverty and underperforming, illegitimate regimes. The names and the rhetoric change, but the essential qualities stay the same. In her succinct and useful introduction to the book, Varin suggests, however, that one significant change has occurred: newer groups, such as Boko Haram in Nigeria and al Shabab in Somalia, commit even more senseless, gratuitous violence than earlier groups, which were often brutal but were reined in to an extent by a combination of stronger chains of command, clearer ideologies, and more significant foreign support."
6,The Horn of Africa: State Formation and Decay,https://www.foreignaffairs.com/reviews/capsule-review/2017-10-16/horn-africa-state-formation-and-decay,The Horn of Africa: State Formation and Decay,"Clapham has produced a sharp political history of Eritrea, Ethiopia, and Somalia. (Unfortunately, his book largely ignores Djibouti, the fourth country located in the Horn of Africa.) He walks the reader through a complex story of uneven state building and civil war that begins in the nineteenth century and extends to the present. To explain the variation in political outcomes in the region, Clapham turns to geography. He contrasts the region’s highlands, where relatively high population density and fertile soil have produced agricultural surpluses that can finance a viable state such as Ethiopia, with the lowlands, in which pastoralism dominates and has undermined the establishment of state authority in Somalia. Clapham sensibly puts Ethiopia at the center of his narrative: with a large population and a relatively strong state, the country was able to fight off European attempts to colonize it and has long acted as the region’s hegemon, although its neighbors have always viewed it with great suspicion. The book deftly describes how Ethiopia has emerged from recent crises with a stable government (albeit one led by military rulers) and ambitions to become Africa’s first “developmental state,” fostering growth with major infrastructure projects that have the potential to dramatically change the region."
7,Julius Nyerere,https://www.foreignaffairs.com/reviews/capsule-review/2017-10-16/julius-nyerere,Julius Nyerere,"Julius Nyerere, who in the 1960s served as prime minister and then president of the state that would become Tanzania and then served as independent Tanzania’s first president, until 1985, was one of the dominant personalities of African politics during the second half of the twentieth century. This short, accessible biography provides an excellent introduction to his life and to the country that he ruled. Born in 1922, he was identified as a promising pupil in a Catholic mission school and later became one of the first Tanzanians to earn a college degree. That distinction, along with his keen grasp of political tactics and his talent for rhetoric, thrust him into a leadership position in the burgeoning nationalist movement. Nicknamed Mwalimu (“teacher” in Swahili), Nyerere earned a reputation for being a thoughtful and visionary socialist whose high degree of personal integrity was not matched by many other African heads of state at the time. Bjerk’s balanced biography lauds Nyerere’s accomplishments (most notably the steps he took to reduce ethnic and racial divisions within Tanzania) but also makes clear that the Nyerere regime committed human rights violations, tolerated a good deal of corruption, and implemented disastrous economic policies that left the country bankrupt by the mid-1980s."
8,China's Governance Puzzle: Enabling Transparency and Participation in a Single-Party State,https://www.foreignaffairs.com/reviews/capsule-review/2017-10-16/chinas-governance-puzzle-enabling-transparency-and-participation,China’s Governance Puzzle: Enabling Transparency and Participation in a Single-Party State,"The American authors of this valuable study benefited from their collaboration with a number of scholars at Chinese universities and think tanks. They set out to demonstrate that even within China’s closed regime, it is possible to advance transparency and public participation, often through small experiments that are subsequently scaled up. Why would an authoritarian party permit such changes? That is the puzzle of the book’s title. According to the authors, the central state does so to reduce corruption and improve compliance with its policies at the local level. But the authors worry that under Chinese President Xi Jinping, the Chinese Communist Party is backpedaling on earlier reforms and instead favoring “coercive, top-down approaches.” Xi’s anticorruption campaign is a case in point. The authors skillfully blend the latest statistics on corruption with illuminating case studies to argue that enlisting the Chinese public to monitor the bureaucracy would yield better results than continuing the current heavy-handed crackdown that targets corrupt individuals one at a time."
9,Purifying the Land of the Pure: A History of Pakistan's Religious Minorities,https://www.foreignaffairs.com/reviews/capsule-review/2017-10-16/purifying-land-pure-history-pakistans-religious-minorities,Purifying the Land of the Pure: A History of Pakistan’s Religious Minorities,"Founded in 1947 as a Muslim homeland but a secular state, Pakistan quickly descended into internal violence as the search for Islamic purity set Muslims against non-Muslims, Sunnis against Shiites and Ahmadis, and various Sunni sects against one another. Ispahani is a journalist and former aide to the secularist leader Benazir Bhutto, who served as prime minister from 1988 to 1990 and again from 1993 to 1996 and who was assassinated in 2007. The author places much of the blame for Pakistan’s ever-worsening intolerance on a series of military men turned politicians who fostered sectarian oppression in pursuit of political gain. Her prime villain is Muhammad Zia-ul-Haq, who took power in a coup in 1977 and ruled until 1988 and who instituted a vague law against “blasphemy” that is still widely used to persecute innocent people. The coalition he assembled included the intelligence and military agencies (who saw jihadists as useful tools to extend Pakistani influence into Afghanistan and Kashmir), the Punjabi landholding elite (who saw fundamentalism as a tool to mobilize voters), Saudi Arabia (which saw Sunni Pakistan as a bulwark against Shiite Iran), and the United States (which tolerated human rights violations because of Pakistan’s cooperation in fighting the Soviets in Afghanistan). Unfortunately, this coalition has mostly held."
