,title1,page_url,title2,first_paragraph
0,Trump and the Allies,https://www.foreignaffairs.com/issue-packages/2017-08-15/trump-and-allies,What’s Inside,"In the 1940s, after two world wars and a depression, Western policymakers decided enough was enough. Unless international politics changed in some fundamental way, humanity itself might not survive much longer."
1,Disorder Under Heaven,https://www.foreignaffairs.com/articles/asia/2017-08-15/disorder-under-heaven,Disorder Under Heaven,"I appreciate Bilahari Kausikan’s review of my book The End of the Asian Century (“Asia in the Trump Era,” May/June 2017). He is correct to point out my focus on the economic, political, and security risks that may derail Asia’s future stability. But his misinterpretation of my argument at several points, although not fatal to an understanding the book, gives a misleading impression of some of its more significant claims."
2,Understanding Eritrea: Inside Africa's Most Repressive State,https://www.foreignaffairs.com/reviews/capsule-review/2017-08-15/understanding-eritrea-inside-africas-most-repressive-state,Understanding Eritrea: Inside Africa’s Most Repressive State,"Since gaining its independence from Ethiopia in 1993 after a long and bitter war, Eritrea has retreated further and further into itself. A secretive, narrow-minded elite helps the president for life, Isaias Afwerki, run the country with an iron grip. Afwerki’s rule combines old-fashioned authoritarian repression (inspired by Maoist doctrines) with unrestrained corruption: the handful of profitable businesses in the country are controlled by regime cronies—with the help of banks in nearby Dubai, according to Plaut. Because the regime has never conducted a real census, keeps no official economic statistics, and refuses to publish a national budget, analysts have been left to merely guess at the extent of the government’s economic malpractice. Plaut has written a well-informed and useful introduction to the country. He argues that the long-standing border dispute with Ethiopia is sustained by Afwerki’s growing paranoia but that the Ethiopians have also helped keep the conflict going for their own purposes, even though international law is pretty clearly on Eritrea’s side."
3,Rogue Empires: Contracts and Conmen in Europe's Scramble for Africa; Decolonization: A Short History,https://www.foreignaffairs.com/reviews/capsule-review/2017-08-15/rogue-empires-contracts-and-conmen-europes-scramble-africa,Rogue Empires: Contracts and Conmen in Europe’s Scramble for Africa; Decolonization: A Short History,"These two first-rate books respectively examine the beginning and the end of the colonial enterprise in Africa. Press’ book details the events leading up to the Berlin conference of 1884–85, at which the European powers carved up the African continent and divided it among themselves. The book expertly steers through fairly familiar stories of interstate competition and of adventurers such as Henry Morton Stanley, whose peregrinations in the Congo River basin provided the basis for King Leopold II of Belgium’s personal claim to the vast territory. (Press also relates the less familiar tale of how Leopold first sought to establish a fiefdom in Borneo before turning to central Africa.) Press’ originality lies in adding a thorough analysis of the private companies, typically chartered or at least encouraged by European governments, that paved the way for colonization. In many instances, agents working on behalf of private firms made deals with local traditional chiefs and kings in the African interior, which later formed the basis for the legal claims to territory that European states made during the Berlin conference."
4,The African Union: The First Ten Years,https://www.foreignaffairs.com/reviews/capsule-review/2017-08-15/african-union-first-ten-years,The African Union: The First Ten Years,"The African Union emerged in 2001 as a replacement for the dysfunctional Organization of African Unity. With its 55 members, the AU is the premier intergovernmental organization on the continent. Touray’s balanced survey of its record during its first ten years argues that the AU hasn’t made much more progress than the OAU achieved in realizing the long-standing pan-African aspirations of its architects, who hoped to promote economic integration and improve national governance. Both organizations have failed in part because their member governments have treated them as clubs for heads of state and in part because of a chronic lack of resources. Compared with the OAU, however, the AU has played a much more productive role in international peacekeeping operations, where it has proved useful to both African countries and Western governments. Touray also argues convincingly that the AU has helped change norms in the region on issues such as the legitimacy of military rule."
5,Warlord Democrats in Africa: Ex-Military Leaders and Electoral Politics,https://www.foreignaffairs.com/reviews/capsule-review/2017-08-15/warlord-democrats-africa-ex-military-leaders-and-electoral,Warlord Democrats in Africa: Ex-Military Leaders and Electoral Politics,"In a number of African countries, civil conflicts have ended with awkward transitions from military rule to civilian leadership. Regular multiparty elections have become the norm in most of these countries, leaving former guerrilla leaders, military officers, and other assorted “big men” with little choice but to put away their guns and begin second careers as politicians, asking citizens for votes. This collection of essays assesses how this phenomenon has shaped African democracy. A probing essay discusses the career of Rwandan President Paul Kagame and makes clear that the strategic skills he developed as a guerrilla commander have helped him entrench himself as a strongman ruler. Other informative chapters profile less well-known figures, such as João Bernardo “Nino” Vieira of Guinea-Bissau, Afonso Dhlakama of Mozambique, and Riek Machar of South Sudan. The book’s main takeaway is that the role of such men in postconflict democracies remains generally negative, in part because once in power, they tend to adopt approaches anchored in their pasts."
6,Viet Nam: A History from Earliest Times to the Present,https://www.foreignaffairs.com/reviews/capsule-review/2017-08-15/viet-nam-history-earliest-times-present,Viet Nam: A History from Earliest Times to the Present,"This ambitious survey is pathbreaking not only in its chronological scope (from prehistory to the present) and the breadth of its sources but also in its thematic reach. Kiernan explores Vietnam’s ecological diversity, from mountains to lowlands to coastal regions; the country’s environmental changes and their effects on Vietnamese society; Vietnam’s evolving literary genres; and the changing role of its women. He emphasizes Vietnam’s complexity as “a series of homelands” for more than 50 distinct ethnic groups that forged a common identity as Vietnamese only in the last couple of centuries and that even now only partially adhere to that identity. The territory was divided and redivided by successive chiefdoms and kingdoms; invaders came and went. Languages and religions were formed and reformed by migration, trade, and conquest. Although the war against the United States is an important part of Vietnam’s story, it takes its place in the broad sweep of history as just one episode in a long series of struggles that people have waged over this piece of land."
7,North Korea and Nuclear Weapons: Entering the New Era of Deterrence,https://www.foreignaffairs.com/reviews/capsule-review/2017-08-15/north-korea-and-nuclear-weapons-entering-new-era-deterrence,North Korea and Nuclear Weapons: Entering the New Era of Deterrence,"Although the United States insists that North Korea must give up its nuclear weapons, most analysts agree that won’t happen. Nor is the regime in Pyongyang likely to solve the problem by collapsing. A military attack to end North Korea’s nuclear program is close to unthinkable because of the huge cost it would impose on South Korea, which would face immediate retaliation from the North. What remains as the most likely scenario, this book’s contributors argue, is nuclear deterrence. Although deterrence theory is highly developed, few have discussed how it may apply to this case. The contributors warn that deterrence between Washington and Pyongyang may be less stable than it was between Washington and Moscow during the Cold War. North Korea would likely take advantage of the standoff to proliferate nuclear technology and to increase its nonnuclear provocations, and the lack of communication between the two sides would generate a higher risk of escalation than existed during the Cold War. Because a nuclear strike on North Korea would damage China, fear of Beijing’s response would make U.S. resolve less credible. Japan and South Korea might not trust the United States to protect them to the same degree that Washington’s European allies did, and they could go nuclear themselves. Deterrence may be the least worst option for dealing with a nuclear-armed North Korea, but it would be no panacea."
8,Japan's Security Renaissance: New Policies and Politics for the Twenty-first Century,https://www.foreignaffairs.com/reviews/capsule-review/2017-08-15/japans-security-renaissance-new-policies-and-politics-twenty,Japan’s Security Renaissance: New Policies and Politics for the Twenty-first Century,"Over the past decade, intensifying Chinese and North Korean threats to Japan have accelerated a long-brewing shift in what Oros calls Japan’s “security identity,” from a country that can never use force to one that must play a larger role in defending itself. Although a national consensus remains elusive, the center of public discourse on this subject has moved to the right, even if not all the way to Prime Minister Shinzo Abe’s preferred stance of revising the “peace constitution.” So-called conservative realists have taken over the mainstream in the ruling Liberal Democratic Party, new parties have emerged to the ldp’s right, the main opposition parties on the left have become more pragmatic about security issues, and the military has gained greater influence. Signs of the resulting “security renaissance” include Japan’s acquisition of sophisticated new ships and antimissile systems, the re­deployment of Japanese forces to defend the disputed Diaoyu/Senkaku Islands, strengthened military cooperation with the United States, an embrace of a larger role in collective defense beyond East Asia (including in the Middle East), and outreach to regional neighbors such as Australia, India, and Vietnam. Japan is not reverting to militarism, but it has become a more formidable security actor."
9,When Crime Pays: Money and Muscle in Indian Politics,https://www.foreignaffairs.com/reviews/capsule-review/2017-08-15/when-crime-pays-money-and-muscle-indian-politics,When Crime Pays: Money and Muscle in Indian Politics,"India is one of many democracies, past and present, where voters do not “throw the bums out” but instead pack their state and national legislatures with people who have been charged with (if not always convicted of) serious, sometimes violent crimes. The money such reprobates can muster helps them gain office, but Vaishnav argues that the two real enablers are ethnic rivalries and weak institutions. When courts and administrative agencies don’t work, voters in ethnic or religious communities may rationally prefer representatives who can protect their interests by whatever means necessary, which allows criminal-minded musclemen to shift from merely supporting candidates to running for office themselves. Vaishnav makes a convincing case by telling tales from the campaign trail, analyzing the conditions that breed crime and corruption, and probing survey data that reveal that voters who are particularly focused on their ethnic identities are more willing than others to vote for candidates charged with crimes. His study reinforces the growing consensus that healthy democracies require strong institutions not only of accountability (such as elections) but also of governance, and he concludes with a robust set of recommendations for how to clean up Indian politics."
