,title1,page_url,title2,first_paragraph
0,The Neoliberal Collapse,https://www.foreignaffairs.com/articles/united-kingdom/2019-12-10/neoliberal-collapse,The Neoliberal Collapse,"Capitalism is in crisis. Until recently, that conviction was confined to the left. Today, however, it has gained traction across the political spectrum in advanced economies. Economists, policymakers, and ordinary people have increasingly come to see that neoliberalism—a creed built on faith in free markets, deregulation, and small government, and that has dominated societies for the last 40 years—has reached its limit."
1,The Neosocialist Delusion,https://www.foreignaffairs.com/world/neosocialist-delusion,The Neosocialist Delusion,"We are living, so we are told, in a neosocialist moment. From politicians such as the Briton Jeremy Corbyn and the Americans Alexandria Ocasio-Cortez and Bernie Sanders leading the charge, to celebrated academics inveighing against the sins of capitalism, to the hipster chic of the Jacobin crowd, a growing movement on the far left is trying to revive and rehabilitate a long-dormant ideological tradition."
2,The Clash of Capitalisms,https://www.foreignaffairs.com/articles/united-states/2019-12-10/clash-capitalisms,The Clash of Capitalisms,"Capitalism rules the world. With only the most minor exceptions, the entire globe now organizes economic production the same way: labor is voluntary, capital is mostly in private hands, and production is coordinated in a decentralized way and motivated by profit."
3,The Starving State,https://www.foreignaffairs.com/articles/united-states/2019-12-10/starving-state,The Starving State,"For millennia, markets have not flourished without the help of the state. Without regulations and government support, the nineteenth-century English cloth-makers and Portuguese winemakers whom the economist David Ricardo made famous in his theory of comparative advantage would have never attained the scale necessary to drive international trade. Most economists rightly emphasize the role of the state in providing public goods and correcting market failures, but they often neglect the history of how markets came into being in the first place. The invisible hand of the market depended on the heavier hand of the state."
4,Dirty Money,https://www.foreignaffairs.com/reviews/review-essay/2019-12-10/dirty-money,Dirty Money,"There is an old joke about a drunkard searching for his keys under a streetlight. A passerby stops to help. After a few minutes of failing to find them, he asks the drunkard if he is sure that this is where he lost them. “No,” the drunkard replies, “but it’s dark everywhere else.”"
5,Dreams of Westphalia,https://www.foreignaffairs.com/reviews/review-essay/2019-12-10/dreams-westphalia,Dreams of Westphalia,"The year 2019 may be remembered as an inflection point for the Middle East, when the seemingly intractable violence and instability that have beset the region finally exhausted the United States’ prodigious confidence in its capacity for problem solving. Fifty years ago, the United States began to fill the void left by the British withdrawal from the Persian Gulf and, tentatively at first, take on the role of regional peace broker. For all its flaws—and there were many—U.S. leadership during this period generated some historic dividends, including the 1978 Camp David accords between Israel and Egypt, the 1991 liberation of Kuwait, and the preservation of oil exports in times of intense conflict."
6,The Age of Great-Power Competition,https://www.foreignaffairs.com/united-states/age-great-power-competition,The Age of Great-Power Competition,"U.S. foreign policy is, by most accounts, in disarray. Headlines—including in these pages—proclaim the death of global American leadership. Famous columnists send regular dispatches from the frontlines of U.S. President Donald Trump’s supposed campaign against the postwar liberal order. The damage to Washington’s standing in the world, we are told, is irreparable."
7,The New China Scare,https://www.foreignaffairs.com/articles/china/2019-12-06/new-china-scare,The New China Scare,"In February 1947, U.S. President Harry Truman huddled with his most senior foreign policy advisers, George Marshall and Dean Acheson, and a handful of congressional leaders. The topic was the administration’s plan to aid the Greek government in its fight against a communist insurgency. Marshall and Acheson presented their case for the plan. Arthur Vandenberg, chair of the Senate Committee on Foreign Relations, listened closely and then offered his support with a caveat. “The only way you are going to get what you want,” he reportedly told the president, “is to make a speech and scare the hell out of the country.”"
8,The Future of Capitalism,https://www.foreignaffairs.com/issue-packages/2019-12-10/future-capitalism,What’s Inside,"Capitalism has been quite successful as a system of political economy. It emerged in the eighteenth century, took off in the nineteenth, and dominated the world in the twentieth. The Faustian bargain it offers—riches and freedoms, at the price of stability, tradition, and community—has proved so attractive that ever more societies keep making it. Now, having left its ideological competitors in the dust, the system is confronting its own flaws, and the reckoning is not always pretty. Yet so far, all the talk about moving on to something new and better remains just that."
9,Agent Running in the Field: A Novel,https://www.foreignaffairs.com/reviews/capsule-review/2019-12-10/agent-running-field-novel,Agent Running in the Field: A Novel,"For decades, the former MI6 intelligence officer David Cornwell—known to the world by his pseudonym, John le Carré—has written espionage novels starring protagonists who regret, but can never escape, the moral compromises of their often duplicitous profession. His spies have combated the Soviets, criminal networks, and terrorists. Even if they used dubious means, le Carré always seemed to assume that their ends were admirable. He no longer does. At 88, he takes up the timely topic of Brexit through a complex plot involving Russian and Ukrainian oligarchs. The gripping novel’s most sympathetic character considers Brexit a disaster, which he blames on members of the British upper class, whose characterization includes a barely fictionalized portrait of the current prime minister, Boris Johnson, as a naive, self-indulgent, and opportunistic foreign secretary (a post he held from 2016 to 2018). In le Carré’s eyes, his country has not aged well: the years have not added to its wisdom; rather, they have ushered"
