,title1,page_url,title2,first_paragraph
0,Energy's Hottest Sector,https://www.foreignaffairs.com/articles/world/2015-02-11/energys-hottest-sector,Energy’s Hottest Sector,"Over the past several years, the shale revolution has upended oil and gas markets in the United States and the world at large. At first, shale development was dismissed as unworkable, then it was minimized as unsustainable. Now, having helped drive a massive drop in the global price of oil, it is hailed as an economic and geopolitical game changer. But shale isn’t the only energy story of interest, nor even the only potentially revolutionary one. The electricity sector is quietly undergoing its own transformation, and it is likely to yield dramatic economic and social benefits. So we decided to take a closer look."
1,Upgrading the Grid,https://www.foreignaffairs.com/articles/united-states/2015-02-16/upgrading-grid,Upgrading the Grid,"The U.S. electrical grid has hardly changed since the War of Currents, the 1880s fight that saw George Westinghouse’s alternating current triumph over Thomas Edison’s direct current as the preferred method for generating and transmitting electricity. It remains a network of long-distance transmission and distribution lines designed to move electricity in one direction: from giant, lumbering fossil fuel plants to faraway households and businesses. This system has endured because it has proved safe, reliable, effective, and affordable."
2,Battery Powered,https://www.foreignaffairs.com/articles/united-states/2015-03-01/battery-powered,Battery Powered,"The plunge in oil prices that began in mid-2014 has been relentless. It has pushed a clutch of oil-exporting nations into deficit spending, hobbled Russia’s ambitions, and altered the calculus behind Iran’s nuclear program. It has also given an opportune boost to the U.S. economy and other petroleum-consuming countries. No other force on earth packs such latent capacity to move events. Apart from one, that is: batteries."
3,Power to the Poor,https://www.foreignaffairs.com/articles/africa/2015-02-16/power-poor,Power to the Poor,"Imagine life without electricity. With no lights, electric stove, or water pump, you must travel miles to fetch water and firewood, running a particular risk of attack if you are a girl or a woman. At home, you cook over a smoky stove or an open fire, raising your odds of getting lung and heart disease. If you are pregnant, you may die in the dark, giving birth at a clinic that lacks air conditioning and modern medical equipment. Without vaccines, which require refrigeration, your children remain vulnerable to deadly diseases. At night, they study by the light of a kerosene lamp, which causes burns when the fuel spills. Earning a living isn’t easy, either. No electricity means no sewing machines or rice mills, no pumps for irrigating crops, and no way to keep drinks cold or keep a store open at night. The lack of power keeps away bigger companies that might have hired you."
4,Solar Power Comes of Age,https://www.foreignaffairs.com/united-states/solar-power-comes-age,Solar Power Comes of Age,"Solar power has been declared a winner before, only to flounder. It’s easy to remain skeptical today, given that solar power accounts for less than one percent of the global energy supply. But it is also expanding faster than any other power source, with an average growth rate of 50 percent a year for the past six years. Annual installations of photovoltaic panels increased from a capacity of less than 0.3 gigawatts in 2000 to 45 gigawatts in 2014—enough to power more than 7.4 million American homes. This time really is different: solar power is ready to compete on its own terms."
5,The World According to Kissinger,https://www.foreignaffairs.com/reviews/world-according-kissinger,The World According to Kissinger,"How many authors could title their book simply World Order without sounding utterly presumptuous? Henry Kissinger still plays in a league of his own. For admirers and critics alike, he is more than just a former U.S. secretary of state and previous national security adviser. Some see him as the quintessential wise man of U.S. foreign policy; others, as a diehard realpolitiker hanging on to yesterday’s world; and still others, as a perennial bête noire. To all, he remains larger than life. And regardless of how one views Kissinger, his new book is tremendously valuable."
6,The Trouble With Race,https://www.foreignaffairs.com/trouble-race,The Trouble With Race,"Everybody knows that racial tensions have been at the center of American political debate in recent months, but the story of racial and ethnic division is actually a global one, with a long and tortured history. For the lead package in the March/April issue, therefore, we decided to do a deep dive into racial issues in comparative and historical perspective."
7,Racial Inequality After Racism,https://www.foreignaffairs.com/articles/united-states/2015-03-01/racial-inequality-after-racism,Racial Inequality After Racism,"Last summer, the killings of two unarmed African American men—Eric Garner in Staten Island, New York, and Michael Brown in Ferguson, Missouri—by white police officers reignited the national conversation about racial inequality in the United States. In both cases, grand juries declined to indict the officers involved. The rulings provoked a wave of protest marches, rallies, and road blockades across the country, as demonstrators of all skin colors proclaimed to the nation and to the world that “black lives matter.”"
8,The Failure of Multiculturalism,https://www.foreignaffairs.com/articles/western-europe/2015-02-18/failure-multiculturalism,The Failure of Multiculturalism,"Thirty years ago, many Europeans saw multiculturalism—the embrace of an inclusive, diverse society—as an answer to Europe’s social problems. Today, a growing number consider it to be a cause of them. That perception has led some mainstream politicians, including British Prime Minister David Cameron and German Chancellor Angela Merkel, to publicly denounce multiculturalism and speak out against its dangers. It has fueled the success of far-right parties and populist politicians across Europe, from the Party for Freedom in the Netherlands to the National Front in France. And in the most extreme cases, it has inspired obscene acts of violence, such as Anders Behring Breivik’s homicidal rampage on the Norwegian island of Utoya in July 2011."
9,Does Race Matter in Latin America?,https://www.foreignaffairs.com/articles/south-america/2015-02-16/does-race-matter-latin-america,Does Race Matter in Latin America?,"In 1992, the Nobel Committee awarded its Peace Prize to Rigoberta Menchú Tum, the daughter of poor Guatemalan peasants, for her work promoting indigenous rights. Her prize, momentous in its own right, highlighted a sea change in Latin American politics. Throughout the 1980s and early 1990s, prominent indigenous movements had emerged in countries such as Bolivia, Ecuador, Guatemala, and Mexico. As a result, Latin American countries undertook unprecedented reforms to address ethnic diversity: politicians amended national constitutions to recognize indigenous people, passed laws supporting bicultural education and affirmative action, and added questions about race and ethnicity to official censuses. Today, indigenous people not only are actively involved in politics but also have risen to leadership positions. Evo Morales, an indigenous Bolivian, has served as his country’s president since 2006. Ollanta Humala, an indigenous Peruvian, became Peru’s president in 2011."
