,title1,page_url,title2,first_paragraph
0,We Need to Talk About Germany,https://www.foreignaffairs.com/articles/germany/2019-08-15/we-need-talk-about-germany,We Need to Talk About Germany,"Robert Kagan’s thought-provoking essay (“The New German Question,” May/June 2019) addresses the important issue of how a collapse of the European Union and the liberal international order might affect Germany and its role within Europe. He concludes that such a breakdown would bring back the pre–World War II “German question,” which European integration and the Atlantic alliance were in part meant to resolve."
1,How Democratic Is Hungary?,https://www.foreignaffairs.com/articles/hungary/2019-08-15/how-democratic-hungary,How Democratic Is Hungary?,"In his essay “Democracy Demotion” (July/August 2019), Larry Diamond laments the decline in prominence of U.S. democracy promotion. It is refreshing to have an American expert lift a mirror to the United States, writing that the country “has to repair its own broken democracy” before it can take up again the mantle of democracy promotion internationally. But Diamond betrays his biases when, expressing concern about “the wave of illiberal populism that has been sweeping developed and developing countries alike,” he claims that Hungarian Prime Minister Viktor Orban “has presided over the first death of a democracy in an EU member state.”"
2,Autocracy Now,https://www.foreignaffairs.com/issue-packages/2019-08-13/autocracy-now,What’s Inside,"Historical eras tend to have characteristic leadership types: the fledgling democrats of the 1920s, the dictators of the 1930s and 1940s, the nationalist anticolonialists of the 1950s and 1960s, the gerontocrats of the 1970s, the fledgling democrats (again) of the 1980s and 1990s. Now we’re back to dictators."
3,Bad News,https://www.foreignaffairs.com/reviews/review-essay/2019-08-12/bad-news,Bad News,"In 2004—an ordinary, healthy year for the newspaper business—The Washington Post earned $143 million in profit. Five years later, in 2009, the paper lost $164 million amid a shift from paid print to free digital consumption, the erosion of its classified and local advertising businesses, and the global financial crisis. The collapse of its business model forced round after round of cutbacks, staff buyouts, and layoffs. That year, the Post shut all its domestic reporting bureaus outside the Washington area, including those in Chicago, Los Angeles, and New York."
4,The Population Bust,https://www.foreignaffairs.com/reviews/review-essay/2019-08-12/population-bust,The Population Bust,"For most of human history, the world’s population grew so slowly that for most people alive, it would have felt static. Between the year 1 and 1700, the human population went from about 200 million to about 600 million; by 1800, it had barely hit one billion. Then, the population exploded, first in the United Kingdom and the United States, next in much of the rest of Europe, and eventually in Asia. By the late 1920s, it had hit two billion. It reached three billion around 1960 and then four billion around 1975. It has nearly doubled since then. There are now some 7.6 billion people living on the planet."
5,Party Man,https://www.foreignaffairs.com/china/party-man,Party Man,"When Joe Biden met Xi Jinping in 2011, China’s leader in waiting hit the U.S. vice president with a volley of questions about U.S. politics. How did the system work? What was the relationship between the White House and Congress? How should Beijing interpret the political signals coming out of Washington? For Biden and his advisers, these were welcome questions after nearly a decade of frustration in dealing with Xi’s predecessor, the colorless, impenetrable Hu Jintao."
6,Can America Still Protect Its Allies?,https://www.foreignaffairs.com/articles/world/2019-08-12/can-america-still-protect-its-allies,Can America Still Protect Its Allies?,"Since the end of World War II, U.S. strategic thinking has been dominated by the doctrine of deterrence. At its most simple, deterrence refers to one state’s ability to use threats to convince another that the costs of some action—say, invading one of its neighbors—will outweigh the benefits. Such was the logic behind the Cold War concept of mutual assured destruction: if either the United States or the Soviet Union used nuclear weapons, the other would respond with nuclear strikes of its own, resulting in the total devastation of both. By making the costs of war intolerably high, both sides hoped to keep the peace."
7,Winning the Peace in Iraq,https://www.foreignaffairs.com/iraq/winning-peace-iraq,Winning the Peace in Iraq,"For Americans who came of age near the turn of the current century, the war in Iraq was a generation-defining experience. When the United States invaded the country in 2003, toppling the government of Saddam Hussein in a matter of weeks, many saw the war as a necessary or even noble endeavor to stop the spread of weapons of mass destruction, which Saddam was allegedly developing—and bring democracy to parts of the world that had long suffered under the weight of tyranny."
8,The Dictators’ Last Stand,https://www.foreignaffairs.com/articles/world/2019-08-12/dictators-last-stand,The Dictators’ Last Stand,"It has been a good decade for dictatorship. The global influence of the world’s most powerful authoritarian countries, China and Russia, has grown rapidly. For the first time since the late nineteenth century, the cumulative GDP of autocracies now equals or exceeds that of Western liberal democracies. Even ideologically, autocrats appear to be on the offensive: at the G-20 summit in June, for instance, President Vladimir Putin dropped his normal pretense that Russia is living up to liberal democratic standards, declaring instead that “modern liberalism” has become “obsolete.”"
9,Why America Loses Wars: Limited War and US Strategy From the Korean War to the Present,https://www.foreignaffairs.com/reviews/capsule-review/2019-08-12/why-america-loses-wars-limited-war-and-us-strategy-korean-war,Why America Loses Wars: Limited War and US Strategy From the Korean War to the Present,"Since 1945, the United States’ experience of war has been a frustrating one, full of stalemates, setbacks, and only occasional victories. In this lively and opinionated book, Stoker pins a major part of the blame on muddled thinking about “limited war.” He is a scholar of Carl von Clausewitz and frequently turns to the Prussian general as his authority. Stoker believes that in wartime, leaders should first and foremost set proper political objectives (and reappraise them when necessary) and not let the means they are prepared to use dictate the ends. Time and again, from Korea to Vietnam to the war against the Islamic State (or ISIS), U.S. leaders have been either too vague about what they are seeking to do or unwilling to devote the requisite resources to achieve it. Theorists, such as Thomas Schelling, have contributed to the muddle by their readiness to talk about war as a form of bargaining. Stoker’s analysis of the United States’ failures is convincing, but his argument that better thinking would enable political leaders to set clear objectives and pursue them to victory is less so."
