,title1,page_url,title2,first_paragraph
0,Can Brazil Turn Back the Clock?,https://www.foreignaffairs.com/articles/brazil/2022-06-21/brazil-turn-back-clock,Can Brazil Turn Back the Clock?,"“God is Brazilian,” a local expression goes, and during the first decade of this century, there were reasons to believe it might actually be true. In 2001, Goldman Sachs labeled Brazil—along with China, India, and Russia—as the BRICs, the emerging markets that would supposedly fuel global growth for many years to come. In the case of the South American giant, the prognosis appeared accurate, at least for a while. By the end of the decade, the Brazilian stock market’s value had quintupled. Wealth didn’t accrue exclusively to the upper class: Brazil’s middle class expanded by some 30 million people, and the country’s notorious gap between rich and poor narrowed, if just a bit. Airplanes were full of first-time flyers, and microwaves and TVs flew off the shelves. Even as the economy boomed, the rate of deforestation in the Amazon jungle fell sharply as the government invested in stronger enforcement against illegal farming and mining. Preparations to host the 2014 World Cup and 2016 Olympics seemed to guarantee a long building boom and an even more prominent role for Brazil on the world stage."
1,How the System Was Rigged,https://www.foreignaffairs.com/reviews/review-essay/2022-06-21/how-the-system-was-rigged,How the System Was Rigged,"In 2010, Greece was mired in a major debt crisis. It had been hit hard by the global collapse of financial markets and had just seen its government bonds downgraded to junk status. Facing the distinct possibility of default, the country turned for help to international organizations: the International Monetary Fund (IMF), the European Commission, and the European Central Bank. These organizations provided Greece with three enormous loans in 2010, 2012, and 2015. But the bailouts came with stiff conditions, forcing domestic political and economic reforms and imposing austerity measures that plunged an already reeling country into further turmoil. Successive Greek governments acquiesced to the terms of these bailouts but then tried to claw back control of the country’s domestic economic policy under pressure from both the left and the right."
2,The Quants in the Room,https://www.foreignaffairs.com/reviews/review-essay/2022-06-21/quants-in-the-room,The Quants in the Room,"In 1962, Kenneth Arrow, one of the greatest economists of the twentieth century, joined the U.S. Council of Economic Advisers, which had been created a decade and a half earlier to provide impartial economic analysis to the president. John F. Kennedy had recently won the White House, and the Democratic Party was engaged in a debate about whether and how to expand access to health insurance. It was a discussion in which Arrow was well positioned to participate. Arrow was an expert on market behavior and failures, and the next year, he would publish a landmark paper in the American Economic Review that established the discipline of health economics. It argued that the health-care market was riddled with bad information and bargaining power asymmetries that made fair pricing extraordinarily difficult: a foundational idea that has since shaped how health-care experts think about their field."
3,Evil Empires?,https://www.foreignaffairs.com/reviews/evil-empires,Evil Empires?,"Most European empires may have unraveled in the twentieth century, but their legacies remain. When Russian President Vladimir Putin refused to call the February invasion of Ukraine a war, he was reading from an imperial script. In Putin’s view, Ukraine was never a true nation-state. It was a former piece of the Russian empire later absorbed into a rival imperial fold, one dominated by the United States and its western European allies. By labeling the invasion a “special military operation,” Putin was presenting the war as an act of imperial policing, not military aggression."
4,Why War Fails,https://www.foreignaffairs.com/articles/russian-federation/2022-06-14/ukraine-war-russia-why-fails,Why War Fails,"On February 27, a few days after Russia invaded Ukraine, Russian forces launched an operation to seize the Chornobaivka airfield near Kherson on the Black Sea coast. Kherson was the first Ukrainian city the Russians managed to occupy, and since it was also close to Russia’s Crimean stronghold, the airfield would be important for the next stage of the offensive. But things did not go according to plan. The same day the Russians took over the airfield, Ukrainian forces began counterattacking with armed drones and soon struck the helicopters that were flying in supplies from Crimea. In early March, according to Ukrainian defense sources, Ukrainian soldiers made a devastating night raid on the airstrip, destroying a fleet of 30 Russian military helicopters. About a week later, Ukrainian forces destroyed another seven. By May 2, Ukraine had made 18 separate attacks on the airfield, which, according to Kyiv, had eliminated not only dozens of helicopters but also ammunition depots, two Russian generals, and nearly an entire Russian battalion. Yet throughout these attacks, Russian forces continued to move in equipment and materiel with helicopters. Lacking both a coherent strategy for defending the airstrip and a viable alternative base, the Russians simply stuck to their original orders, with disastrous results."
5,The Myth of the Global,https://www.foreignaffairs.com/articles/united-states/2022-06-21/myth-global-regional-ties-win,The Myth of the Global,"A constant and largely unquestioned refrain in foreign policy is that the world has globalized. Closets are full of clothes stitched in other countries; electronics and cars are often assembled far from where consumers live. U.S. investment flows into Asian markets, and Indians decamp to the United States for graduate school. The numbers show the magnitude of international exchange. Trade among all countries hovers around $20 trillion, a nearly tenfold increase from 1980. International capital flows also grew exponentially during that period, from $500 billion a year to well over $4 trillion. And nearly five times as many people are traveling across borders compared with four decades ago."
6,Last Best Hope,https://www.foreignaffairs.com/articles/world/2022-06-21/last-best-hope-better-world-order-west,Last Best Hope,"Russia’s invasion of Ukraine confirmed what has long been apparent: the rules-based order created after World War II is at risk of collapse. Russia is not content to be a responsible stakeholder in a system set up by others, and neither is China, which has supported Moscow’s aggression. Both countries want to remake the order to serve their autocratic interests. As U.S. President Joe Biden said in Warsaw in March, the West now faces “a battle between democracy and autocracy, between liberty and repression, between a rules-based order and one governed by brute force.”"
7,Can Putin Survive?,https://www.foreignaffairs.com/articles/russian-federation/2022-06-21/can-putin-survive,Can Putin Survive?,"On May 9, 2022, a column of tanks and artillery thundered down Moscow’s Red Square. Over 10,000 soldiers marched through the city’s streets. It was Russia’s 27th annual Victory Day parade, in which the country commemorates the Soviet Union’s triumph over Nazi Germany in World War II. Russian President Vladimir Putin, presiding over the ceremonies, gave a speech praising his country’s military and fortitude. “The defense of our motherland when its destiny was at stake has always been sacred,” he said. “We will never give up.” Putin was speaking about the past but also about the present, with a clear message to the rest of the world: Russia is determined to continue prosecuting its war against Ukraine."
8,Nigeria’s Second Independence,https://www.foreignaffairs.com/articles/africa/2022-06-21/nigeria-second-independence,Nigeria’s Second Independence,"Nigeria has always seemed like an impossibility. From the moment of its independence in 1960, observers questioned the country’s viability as a multiethnic, multireligious state. How could a country divided among two major religions and hundreds of different ethnic groups possibly stay together? When the devastating Nigerian civil war broke out in 1967, that skepticism appeared warranted. Perhaps, many concluded, Nigeria wasn’t meant to be."
9,The Hollow Order,https://www.foreignaffairs.com/articles/world/2022-06-21/hollow-order-international-system,The Hollow Order,"There they were, meeting in Beijing on February 4: Chinese President Xi Jinping and Russian President Vladimir Putin. Shortly before the start of the 2022 Winter Olympics, the two leaders released a remarkable 5,300-word joint statement about how the partnership between China and Russia would have “no limits.” The document went on at length about the two nations’ commitment to democracy. It called for a universalist and open world order, with the United Nations at the center. It stressed a commitment to international law, inclusiveness, and common values. It did all this even though Russia, as Xi and Putin both knew, was sending tanks and missile launchers to the Ukrainian border."
10,The Perils of Pessimism,https://www.foreignaffairs.com/articles/world/2022-06-21/perils-pessimism-anxious-nations,The Perils of Pessimism,"The dirty secret about international relations is that although everyone agrees about the importance of power, no one can agree on how to define or measure it. There are occasional moments when a consensus exists about the distribution of power: think of U.S. hegemony a generation ago. There are more moments when the relative strength and influence of the great powers remains unclear: think of the last decade of international politics, which was shaped by multiple competing narratives about the rise of China and the decline of the United States. And there are moments when the entire question of international power is put to the test: think of times when major wars break out, such as the one currently being fought between Russia and Ukraine."
