,title1,page_url,title2,first_paragraph
0,Tales From Russian Folklore,https://www.foreignaffairs.com/reviews/capsule-review/tales-russian-folklore,Tales From Russian Folklore,"In the mid-nineteenth century, the ethnographer Afanasyev published around 600 Russian folktales—the world’s largest academic collection of such texts. In Russia, these tales have long been considered classics of children’s literature. Most of the texts selected for this volume are tales of wonder that contain remnants of pagan beliefs, such as nature spirits, miraculous transformations, returns from the dead, and poor but fearless heroes who must undergo many trials before winning the hearts of beautiful princesses. These tales don’t always offer easy morals. The seemingly weak and silly may turn out to be the smartest and luckiest. Humility and hard work are commonly rewarded, but sometimes even laziness is a winning strategy; Emelya the Fool, for instance, owes his success to lying on the stove all day. The translator also includes animal tales, in which the wolf is strong but stupid, the hare is cowardly, and the cunning fox easily outsmarts everybody. A third type of stories, household tales, often show wily peasants or soldiers outwitting landlords or priests. Such impiety led the tsar’s censors to ban many of Afanasyev’s tales. Unfortunately, those censored tales don’t appear in this volume."
1,Three Books on Japan's Interwar Period,https://www.foreignaffairs.com/reviews/capsule-review/three-books-japans-interwar-period,Three Books on Japan’s Interwar Period,"Three new books delve into how Japanese politicians, military officers, and academics navigated the tumultuous transformations of the interwar period: their country’s rapid modernization, the revolution in Russia, the rise of Asian communist and anticolonial movements, and the efforts of American and European imperial powers to contain Japanese influence in Asia. Linkhoeva explores the many ways in which Japanese thinkers of the 1920s understood the Russian Revolution. Labor leaders and leftist social scientists adopted Marxism as a framework to analyze industrialized Japan’s newly emerging class system. Anarchists emulated the tactics of Russian radicals to engage in assassinations and other acts of violence. Members of the new Japanese Communist Party debated whether Japan could make a direct transition to communism or had to first pass through a stage of bourgeois democracy. A group of self-labeled “national socialists” saw Russia’s experience as an example of state-led national strengthening that Japan should follow. Some among the government and military elites saw the new Soviet regime as a potential ally in expelling American and European powers from Asia, whereas others perceived Soviet communism as a threat to stability at home and to the empire abroad. When the Diet adopted universal manhood suffrage in 1925, it also passed a law, grounded in loyalty to the emperor, that criminalized any leftist attempt to alter the “national polity.”"
2,What Britain Did to Nigeria: A Short History of Conquest and Rule,https://www.foreignaffairs.com/reviews/capsule-review/2021-02-16/what-britain-did-nigeria-short-history-conquest-and-rule,What Britain Did to Nigeria: A Short History of Conquest and Rule,"In this readable history of British colonialism in Nigeria, Siollun traces a broad arc from the first links between British explorers and various West African precolonial states, in the sixteenth century, to Nigerian independence, in 1960, sketching a series of fascinating episodes and characters along the way. Several excellent chapters cover the growth of British economic interests in the area during the nineteenth century, notably through the efforts of the mercantile National African Company. This increasing involvement in the region would lead to the establishment of two separate British protectorates, one in the south and one in the north, in 1900 and 1903, respectively. Siollun’s evenhanded assessment of the roughly 60 years of colonial rule that followed is also absorbing, particularly his description of Nigerian resistance to the various injustices and humiliations inflicted by the British. Siollun concludes with what he calls “the mistake of 1914”: his view that the British resolution to join their northern and southern protectorates into one poorly integrated colony constitutes the single most consequential decision of colonial rule in Nigeria. Ever since, the north-south divide has dominated the politics of independent Nigeria."
3,Two Books on the Belt and Road Initiative,https://www.foreignaffairs.com/reviews/capsule-review/2021-02-16/two-books-belt-and-road-initiative,Two Books on the Belt and Road Initiative,"Two books explore different dimensions of the Belt and Road Initiative, China’s vast infrastructure and investment project. Ye compares the BRI, which started in 2013, with two previous programs: the Western Development Program, which was initiated in 1999 and directed funds and expertise from China’s coastal provinces to the interior, and the Go Global policy, an initiative started in 2000 that encouraged Chinese investment overseas. She discerns a common pattern. When a leader faces a national economic slowdown, he announces a program that is both “ambitious and ambiguous” in order to mobilize enterprises and government entities to invest more boldly. State-owned enterprises, ministries, and local governments scramble to fit what they are already doing or want to do under the new initiative’s umbrella and to secure authorizations, incentives, and financing. In this context, she says, “almost anybody was allowed to do almost anything.” The central government’s initiatives have led in each case to a burst of activity that strengthened subnational entities while diminishing the ability of Beijing to control these disparate actors. Despite their messiness, the programs succeeded in their ultimate goal: they kept the Chinese economy humming along and, in so doing, deepened China’s integration into the global economy."
4,The War on the Uyghurs: China’s Internal Campaign Against a Muslim Minority,https://www.foreignaffairs.com/reviews/capsule-review/2021-02-16/war-uyghurs-chinas-internal-campaign-against-muslim-minority,The War on the Uyghurs: China’s Internal Campaign Against a Muslim Minority,"Roberts, a leading expert on the predominantly Muslim Uighur minority in China, reports that the frighteningly effective Chinese campaign to eliminate Uighur culture that started with mass internments in 2017 has entered a new phase, with the transfer of much of the rural Uighur population into factory labor both in the western region of Xinjiang and throughout the country. The government is also sending Uighur children to Chinese-language boarding schools, destroying mosques and Muslim shrines, banning religious and cultural practices, and imprisoning members of the Uighur cultural elite. These developments cap a long history of settler colonialism dating back to the mid-eighteenth century. In the 1980s, Chinese leaders considered integrating Xinjiang by tolerating its cultural diversity. But that path was soon abandoned, and after 2001, Beijing used Washington’s declaration of a “war on terror” to justify repression in the region. Harsh Chinese policies have provoked some reactive violence from Uighurs and have driven what is estimated to be tens of thousands of them to join jihadis in Syria. Roberts provides fascinating new details on that relatively marginal phenomenon, revealing that organized Uighur militancy is almost entirely illusory. Beijing’s policy of repressive assimilation has now reached such an intense stage that Roberts labels it “cultural genocide.”"
5,The Delusion of Knowledge Transfer: The Impact of Foreign Aid Experts on Policymaking in South Africa and Tanzania,https://www.foreignaffairs.com/reviews/capsule-review/2021-02-16/delusion-knowledge-transfer-impact-foreign-aid-experts,The Delusion of Knowledge Transfer: The Impact of Foreign Aid Experts on Policymaking in South Africa and Tanzania,"The use of foreign experts to provide technical assistance and “knowledge transfer” to low-income countries has long been criticized as an ineffective form of foreign aid. Based on careful case studies in South Africa and Tanzania, Koch and Weingart examine the recent record. Their critique is pretty withering even as they accept that these experts—engineers, economists, agronomists, and public policy analysts—harbor good intentions. Foreign experts struggle to help poorer countries build local capacities; worse still, expert advice tends to advance the agendas of big donors at the expense of domestic control over policy. In a sharp chapter on the education sector in Tanzania, the authors show that the interests of donors often superseded those of Tanzanians themselves. Disappointingly, they propose no specific reforms beyond vague suggestions to devote more funding to capacity building, albeit without foreign experts. Their exhaustive analysis offers no evidence that such aid would be more effective."
6,China’s Gilded Age: The Paradox of Economic Boom and Vast Corruption,https://www.foreignaffairs.com/reviews/capsule-review/2021-02-16/chinas-gilded-age-paradox-economic-boom-and-vast-corruption,China’s Gilded Age: The Paradox of Economic Boom and Vast Corruption,"Economists often claim that corruption hurts an economy, but it frequently accompanies fast growth, as it did during the American Gilded Age and in China after the death of Mao Zedong. In a book that combines deep insight into how the Chinese system works with innovative research, Ang resolves the paradox by distinguishing between three kinds of corruption that are bad for growth and the one kind that is good. Prominent officials and ordinary bureaucrats stealing directly from the public coffers are two patterns that are bad for growth; so are the payoffs that low-level public servants demand in exchange for routine actions such as granting licenses or providing medical care. The one good kind is what Ang labels “access money,” large bribes or favors given to high-level officials in exchange for land, contracts, or credit. These payoffs push the economy forward at a fast pace, although they also create longer-term problems, including inequality, debt, and excessive risk-taking. China has curtailed the bad kinds of corruption since the 1990s by routinizing payment and accounting methods, prosecuting officials who steal public funds, and rewarding officials for economic growth through fringe benefits paid out of slush funds, so they don’t have to steal to share the benefits of prosperity. But access corruption has persisted, sustained by the pressure Beijing puts on local leaders to promote growth any way they can."
7,"Political Violence in Kenya: Land, Elections, and Claim-Making",https://www.foreignaffairs.com/reviews/capsule-review/2021-02-16/political-violence-kenya-land-elections-and-claim-making,"Political Violence in Kenya: Land, Elections, and Claim-Making","Political violence has ebbed and flowed throughout Kenya’s postcolonial history, often taking place around elections. And some regions of the country have proved much more violent than others. Klaus’s superb study presents an overarching explanation for these outbreaks of bloodshed in the country. Other theories of political violence in Kenya have focused on weak institutions and the grievances of citizens but remain vague about the actual mechanisms that precipitate carnage. Klaus’s extensive fieldwork has allowed her to illuminate the underpinnings of this violence. She argues that specific ethnic groups have unequal access to land and to property rights and develop the sense of being wronged by other groups. Local elites exploit these resentments for their own particular political ends, often leading to explosive violence. Curiously, her study shows that violence is more likely where unequal access is in fact not particularly high but where a local patron with political ambitions can stoke people’s dissatisfaction with the electoral process."
8,African Europeans: An Untold History,https://www.foreignaffairs.com/reviews/capsule-review/2021-02-16/african-europeans-untold-history,African Europeans: An Untold History,"In a sweeping history extending from the classical world to the twentieth century, Otele masterfully analyzes the changing relationship between Africa and Europe through the lives of individual Africans who in some manner dealt with Europeans. She shows that notions of race and racial difference were relatively fluid until the seventeenth century. In the Mediterranean world, in particular, religious difference was often more of a dividing line than skin color, and Africans rose to prominent positions in Europe. Otele describes the careers of men such as Lucius Septimius Severus, a second-century Roman emperor from Libya, and Alessandro de’ Medici, probably the son of an African servant in the powerful Medici household in Florence, who became the duke of that Italian city in 1531. Otele argues convincingly that the hardening of racist European views about Africans was the inevitable result of the Atlantic slave trade and the subsequent colonial occupation of the continent. But even in this more recent hate-filled period, Otele finds examples of Africans or people of African descent who achieved prominence in Europe against the odds."
9,These Are Not Gentle People: Two Dead Men. Forty Suspects. The Trial That Broke a Small South African Town,https://www.foreignaffairs.com/reviews/capsule-review/2021-02-16/these-are-not-gentle-people-two-dead-men-forty-suspects-trial,These Are Not Gentle People: Two Dead Men. Forty Suspects. The Trial That Broke a Small South African Town,"This disturbing narrative relates the 2016 deaths of two Black laborers at the hands of several dozen white farmers and the flawed, three-year trial that subsequently took place in a small town an hour and a half from Johannesburg. Harding is an unintrusive narrator and allows the rich cast of characters to tell their own versions of the story. The details of their accounts accumulate inexorably into a searing indictment of contemporary South Africa. The casual racism of the farmers and the miserable precariousness of their Black employees are depressingly familiar, as are the divisions and resentments between Black and white communities three decades after the end of apartheid. The only thing that seems to unite South Africans is pessimism about the future. Harding’s story also delivers a devastating verdict on the country’s institutions. The leading South African political parties lurked in the background of the trial, eager to score points from the proceedings with populist demagoguery. No one involved in the case trusted the police or the justice system to do the right thing. And incompetence permeated all state agencies: the assaulted laborers were allowed to die after waiting for hours without treatment, an indignity compounded by the fact that the coroner, the lawyers, and the judge consistently confused the identities of the two victims during the trial."
