,title1,page_url,title2,first_paragraph
0,Securing Justice in Kenya,https://www.foreignaffairs.com/articles/africa/2011-01-01/securing-justice-kenya,Securing Justice in Kenya,To the Editor:
1,The Case for Treatment,https://www.foreignaffairs.com/articles/africa/2011-01-01/case-treatment,The Case for Treatment,To the Editor:
2,Legalize It,https://www.foreignaffairs.com/articles/north-america/2011-01-01/legalize-it,Legalize It,To the Editor:
3,Talking To Hamas,https://www.foreignaffairs.com/articles/middle-east/2011-01-01/talking-hamas,Talking To Hamas,"Daniel Byman (""How to Handle Hamas,"" September/October 2010) correctly argues that peace between Israel and the Palestinians via a two-state solution requires the involvement and acceptance of Hamas. However, he overstates the difficulty of securing Hamas' agreement to a cease-fire and understates the problem of gaining Israel's agreement. Moreover, although Byman acknowledges the importance of Palestinian reconciliation, he does not identify a key reason for its failure."
4,Culture Matters,https://www.foreignaffairs.com/articles/americas/2011-01-01/culture-matters,Culture Matters,"Nearly two centuries after the countries of Latin America gained their independence from Spain and Portugal, not one of them is truly developed. Where have they gone wrong? Why have countries in other regions, once far behind, managed to achieve relatively quickly results that Latin American countries have aspired to for so long?"
5,Museveni's Uganda: Paradoxes of Power in a Hybrid Regime; The Lord's Resistance Army: Myth and Reality,https://www.foreignaffairs.com/reviews/capsule-review/2011-01-01/musevenis-uganda-paradoxes-power-hybrid-regime-lords-resistance,Museveni’s Uganda: Paradoxes of Power in a Hybrid Regime; The Lord’s Resistance Army: Myth and Reality,"After he came to power in 1986, Ugandan President Yoweri Museveni was hailed by the Washington establishment as part of Africa's ""new breed"" of leaders for his ability to restore stability to Uganda and achieve both political liberalization and economic growth. But his reputation has slowly eroded. As Tripp makes clear in her thoughtful study of the regime, the real, if limited, democratic progress of the 1990s has stagnated and in some cases been reversed. The government has committed serious human rights abuses, intimidated the press and the opposition, and become increasingly corrupt. Her most interesting argument is that Uganda's economic success and increases in foreign aid lessened the incentives for the regime to implement the political reforms it had promised. Instead, like many other African governments, it has sustained itself in an uneasy equilibrium of semiauthoritarian rule -- a hybrid that combines the trappings of democracy, such as regular multiparty elections and a tolerated opposition, with regular abuses of power to emasculate that opposition and ensure the regime's hold on power."
6,Successes in African Agriculture: Lessons for the Future,https://www.foreignaffairs.com/reviews/capsule-review/2011-01-01/successes-african-agriculture-lessons-future,Successes in African Agriculture: Lessons for the Future,"Per capita food production has declined across Africa for most of the postcolonial period, and exporters of cash crops have lost market share to Asian producers. These failures matter because a majority of Africa's poor still derive their incomes from agriculture. As the editors of this collection of insightful essays note, foreign aid to African agriculture has been cut in half since the early 1990s, the victim of changing donor fashions, and African governments too often neglect the needs of small-scale agriculture. Given the pervasive sense of failure in the sector, the book's novel approach is to examine success stories -- the introduction of improved varieties of cassava in central Africa and maize in southern and eastern Africa, cotton production in Mali, and the horticultural export booms in Côte d'Ivoire and Kenya. In each case, the authors credit agricultural research, technological breakthroughs, and incentives that increased productivity. In a sense, these insights are nothing new, which raises the question of why funding for African agricultural research has remained so woefully inadequate."
7,Pirate State: Inside Somalia's Terrorism at Sea,https://www.foreignaffairs.com/reviews/capsule-review/2011-01-01/pirate-state-inside-somalias-terrorism-sea,Pirate State: Inside Somalia’s Terrorism at Sea,"In the aftermath of the collapse of Somalia's central government in the early 1990s, the country has been engulfed in economic decay, lawlessness, and violence, as warlords compete for control of the few remaining sources of revenue. For a long time, these developments remained a local story that did not interest the Western public, but the combination of rising Muslim fundamentalism in the area and the emergence of piracy in the busy shipping lanes of the Gulf of Aden changed that. The attempt by Somali pirates to highjack the U.S. ship the Maersk Alabama in 2009 was featured prominently on cable news and introduced the Somalia problem to the American public. Eichstaedt's book tries to respond to this new interest, with a breezy account that, despite its often melodramatic prose and occasional lack of careful analysis, is often informative. Somali fishermen, he argues, turned to piracy when they found foreign fleets taking advantage of Somalia's anarchy to fish directly off the coast. The fishermen reacted to the challenge by holding passing ships for ransom. A journalist, Eichstaedt is most readable when he describes the way piracy is organized. The loosely structured and ill-disciplined small networks of young men that initially characterized Somali piracy have been overtaken by Somali warlords, including members of the Islamic fundamentalist militia al Shabab."
8,Famine and Foreigners: Ethiopia Since Live Aid,https://www.foreignaffairs.com/reviews/capsule-review/2011-01-01/famine-and-foreigners-ethiopia-live-aid,Famine and Foreigners: Ethiopia Since Live Aid,"Ethiopia's economy is one of the fastest growing in the world, even though Ethiopia remains one of the poorest countries in the world. Its strongman prime minister, Meles Zenawi, is a darling of the West, and his country is now one of the world's largest recipients of aid, taking in some $3 billion a year. Gill, in his sympathetic account of Ethiopia's last three decades, largely ignores broad economic trends and rarely mentions statistics, instead structuring his narrative around the country's recurrent droughts and famines and the international community's efforts to help avert future catastrophes. He has crisscrossed the country since the mid-1980s, and his book includes compelling vignettes of Ethiopians doing their best to improve desperate conditions and of donor organizations grappling with the country's complexities. Gill's account of the Meles government is generally positive, although his tone is never explicitly judgmental. A thoughtful chapter on the failed elections of 2005 makes clear the repressive nature of the regime, but it also seems to take seriously the government's view of greater democratization as a dangerous frivolity."
9,Living With the Dragon: How the American Public Views the Rise of China,https://www.foreignaffairs.com/reviews/capsule-review/2011-01-01/living-dragon-how-american-public-views-rise-china,Living With the Dragon: How the American Public Views the Rise of China,"Public opinion provides U.S. policymakers with what the scholar Daniel Yankelovich called the ""boundaries of the permissible."" Page and Xie argue that these boundaries -- they call them ""dikes"" -- help account for Washington's basically stable China policy from Richard Nixon to Barack Obama. Americans give primacy to security and then economic concerns, wanting to pursue goals related to human rights and democratic transformation only to the extent that doing so is not too costly. ""Caricatures of an ignorant American public,"" Page and Xie conclude, "". . . have been grossly exaggerated."" Indeed, Americans have generally articulated more stable and moderate policy-relevant views of China than has Washington discourse. The U.S. public has consistently supported engagement, economic cooperation, and leadership exchanges. Cooperative by inclination, Americans are paying close attention to whether or not China becomes more reassuring as its power grows. ""Most Americans,"" Page and Xie write, ""are prepared to live peacefully and cooperatively with the Chinese dragon."" Living With the Dragon has multiple virtues: clearly stated conclusions, balance, voluminous data crisply presented, and policy relevance."
10,In Defense of Japan: From the Market to the Military in Space Policy,https://www.foreignaffairs.com/reviews/capsule-review/2011-01-01/defense-japan-market-military-space-policy,In Defense of Japan: From the Market to the Military in Space Policy,"In a shift little noticed outside professional military circles, in the last decade Japan has quietly developed a suite of cutting-edge military space technologies -- rockets, satellites, and spacecraft -- that were originally designed for commercial applications. The subject of this book is highly technical: the list of acronyms is 14 pages long, and some passages are hard going for a nonspecialist. But the bottom line is clear enough: Japan's capabilities are widely underestimated, all the more so in space. The strategic logic for Japan's space program is obvious, with a growing naval, space, and nuclear power across the East China Sea and a second nuclear power even closer, on the Korean Peninsula. The emphasis of In Defense of Japan, however, is on the industries that pushed military applications when they could not make money from commercial projects. Today, in addition to ballistic missile defense capabilities developed in cooperation with the United States, Japan is working on reusable launch vehicles (that is, space planes); satellites that detect missiles and help with navigation, communication, and targeting; warhead reentry technologies that can advance the use of missiles in warfare; unmanned aerial vehicles; and technologies for ""space situational awareness,"" which reveal a concern about possible future conflict in space. It is too soon to count Japan out in the arms race in Asia."
11,"Nucleus and Nation: Scientists, International Networks, and Power in India",https://www.foreignaffairs.com/reviews/capsule-review/2011-01-01/nucleus-and-nation-scientists-international-networks-and-power,"Nucleus and Nation: Scientists, International Networks, and Power in India","Anderson explores the untold stories of the 30 or so key scientists behind the Indian nuclear program, from its roots in the formation of an Indian scientific community in the 1920s, through the exploration of peaceful uses of nuclear energy in the late 1940s, to the decision to explore designing a bomb after the first Chinese nuclear test in 1964, and then to the first Indian explosion in 1974. The fruit of nearly 50 years of research and interviewing, the detailed narrative brings the men to life with personal details and a rich understanding of the historical and institutional context. The key figures are physicists such as Homi Bhabha, a multi-talented member of the extended Tata family and first chair of India's Atomic Energy Commission, and his successor, Vikram Sarabhai. Feuding and politicking as scientists do, this elite built up institutes, recruited young scientists, imported equipment and uranium, maintained ties with a global network of peers, and gained the support of wealthy businesspeople and political leaders, especially Prime Ministers Jawaharlal Nehru and Indira Gandhi. Most of the expertise, equipment, and material needed to build a bomb circulated more or less normally in the scientific community. Taking the next step required only a political decision: once made, cosmopolitan men carried out a nationalist project."
