,title1,page_url,title2,first_paragraph
0,The Threat Reflex,https://www.foreignaffairs.com/articles/world/2021-06-22/threat-reflex,The Threat Reflex,"The COVID-19 pandemic has killed more than three million people worldwide, but the fatality rate is wildly uneven across countries. Some countries responded to the first outbreaks with swift and decisive action, imposing sweeping lockdowns, shutting borders, implementing rigorous contact tracing, and enforcing social distancing and mask mandates. Many of these countries have so far evaded the worst of the pandemic, experiencing relatively low numbers of cases and deaths. Other countries struggled to fend off the disease with tragic results: rampant sickness, overwhelmed hospitals, and overflowing morgues."
1,Anti-imperial Subjects,https://www.foreignaffairs.com/reviews/review-essay/2021-06-22/anti-imperial-subjects,Anti-imperial Subjects,"As great powers clashed during World War I, another war raged in colonial Asia. In February 1915, Indian soldiers mutinied in Singapore following rumors that they would soon be sent to Egypt to fight fellow Muslims of the Ottoman Empire. Unable to control the rebellion, the British had to rely on European special constables and the support of the Japanese imperial consul to regain control of the city-island. This mutiny was part of a wider plot by the far-flung members of the Ghadar Party, an Indian anti-imperial movement started in California, to initiate a pan-Indian insurrection across the British Empire. A transnational network stretching from San Francisco to Kabul supported these efforts; Ghadarites worked in collaboration with German consulates, the Ottoman Empire, and Irish republicans to supply resources, especially arms, to Indian rebels. Imperial counterintelligence agents eventually managed to snuff out this revolution, but not before it shook the British Empire and its allies. The New York Times called the Singapore Mutiny the “greatest threat to British power in Asia” in over half a century."
2,Chronicle of a Defeat Foretold,https://www.foreignaffairs.com/reviews/review-essay/2021-06-22/chronicle-defeat-foretold,Chronicle of a Defeat Foretold,"In 2008, I interviewed the United Kingdom’s then outgoing military commander in Afghanistan, Brigadier Mark Carleton-Smith, in a dusty firebase in Helmand Province, where international troops had been battling the Taliban on a daily basis for territory that kept slipping away. The war in Afghanistan could not be won militarily, Carleton-Smith told me. He was the first senior coalition military officer to say so publicly, and the story made the front page of the British Sunday Times. U.S. Defense Secretary Robert Gates promptly denounced Carleton-Smith to the news media as “defeatist.”"
3,Can China Keep Rising?,https://www.foreignaffairs.com/issue-packages/can-china-keep-rising,What’s Inside,"“The East is rising,” Chinese leaders took to declaring around the time U.S. President Joe Biden entered office, “and the West is declining.” The second part of that declaration may draw eye rolls or angry objections in Washington and allied capitals. But the first has become a point of near consensus: a self-assured China, bolstered by years of dazzling economic performance and the forceful leadership of Xi Jinping, has claimed its place as a world power and accepted that long-term competition with the United States is all but inevitable as a result."
4,A Better Boom,https://www.foreignaffairs.com/articles/united-states/2021-06-22/better-boom,A Better Boom,"In the early days of the coronavirus pandemic, much of the global economy came to a grinding halt. In the United States, industrial production and retail sales plunged to historic lows. In the eurozone, employment contracted at the fastest rate ever recorded. And around the world, many economies went into a sudden and deep recession."
5,Antimonopoly Power,https://www.foreignaffairs.com/articles/world/2021-06-22/antimonopoly-power,Antimonopoly Power,"More than 75 years after the United States began to build a system of liberal trade to help integrate the world around a vision of peaceful economic cooperation, many of the most vital international systems are failing. Nations are fighting over how to secure vaccines, how to divvy up the production of semiconductors, how to respond to China’s mercantilism and militarism, how to manage technology and information monopolists such as Facebook and Google, and even how to share the metals necessary to build the batteries for electric cars."
6,A Measure Short of War,https://www.foreignaffairs.com/articles/world/2021-06-22/measure-short-war,A Measure Short of War,"In the run-up to the 2016 U.S. presidential election, a foreign power managed to exert what seemed like unprecedented influence over the sacred rites of American democracy. On social media, a legion of paid Russian trolls sowed discord, spreading pernicious falsehoods about the Democratic nominee, Hillary Clinton, and seeking to boost turnout for the Republican candidate, Donald Trump. Powerful Russians close to the Kremlin sought out contact with Trump and his courtiers, dangling the promise of damaging information about Clinton. State-sponsored hackers stole and leaked her campaign aides’ private emails. They went on to target election systems in all 50 states and even managed to infiltrate voter databases."
7,Spies Like Us,https://www.foreignaffairs.com/reviews/review-essay/2021-06-22/spies-us,Spies Like Us,"On January 6, throngs of supporters of U.S. President Donald Trump rampaged through the U.S. Capitol in an attempt to derail Congress’s certification of the 2020 presidential election results. The mob threatened lawmakers, destroyed property, and injured more than 100 police officers; five people, including one officer, died in circumstances surrounding the assault. It was the first attack on the Capitol since the War of 1812 and the first violent transfer of presidential power in American history."
8,China’s Economic Reckoning,https://www.foreignaffairs.com/articles/china/2021-06-22/chinas-economic-reckoning,China’s Economic Reckoning,"Many observers look at China and see its leadership playing a masterful game. They see China refusing to bend its policies to fit global norms and successfully going its own way. The reality is that Beijing has tried to bend repeatedly under President Xi Jinping but has almost broken each time and has had to fall back on its old ways—which are not succeeding. The quantity and the quality of China’s growth (looking past the anomalies of the pandemic period) have both deteriorated. And unless the leadership of the Chinese Communist Party finds its way back to the path of economic liberalization, China’s future will look very different from the rosy picture the CCP paints."
9,Xi’s Gamble,https://www.foreignaffairs.com/articles/china/2021-06-22/xis-gamble,Xi’s Gamble,"Xi Jinping is a man on a mission. After coming to power in late 2012, he moved rapidly to consolidate his political authority, purge the Chinese Communist Party (CCP) of rampant corruption, sideline his enemies, tame China’s once highflying technology and financial conglomerates, crush internal dissent, and forcefully assert China’s influence on the international stage. In the name of protecting China’s “core interests,” Xi has picked fights with many of his neighbors and antagonized countries farther away—especially the United States. Whereas his immediate predecessors believed China must continue to bide its time by overseeing rapid economic growth and the steady expansion of China’s influence through tactical integration into the existing global order, Xi is impatient with the status quo, possesses a high tolerance for risk, and seems to feel a pronounced sense of urgency in challenging the international order."
10,Life of the Party,https://www.foreignaffairs.com/reviews/review-essay/2021-06-22/life-party,Life of the Party,"July 23 marks the 100th anniversary of the Chinese Communist Party, which was founded in Shanghai in 1921. The first party congress was attended by, among others, a 27-year-old Mao Zedong, who had made an arduous journey from his inland Hunan Province. This summer, China will hold an epic celebration to honor the occasion. Although the party will forgo a military parade in Tiananmen Square (lest it appear too militaristic), the jingoistic Global Times explained that “large-scale exhibitions will be held to display the glorious course, great achievements, and valuable experience of the CCP over the past 100 years.” There will be celebratory publications, seminars, commemorative stamps and coins, medals for “outstanding party members,” and a special hotline set up so that patriotic citizens can report any “historical nihilists”—miscreants who might deign to “deny the excellence of advanced socialist culture.” Xi Jinping, China’s president and the general secretary of the CCP, has, in rhetoric that would have pleased Mao, exhorted the party’s 90 million members to “vigorously carry forward the Red tradition.” Meanwhile, propaganda organs are bombarding the public with wordy slogans: “Adhere to Marxism-Leninism, Mao Zedong Thought, Deng Xiaoping Theory, the important idea of the ‘Three Represents,’ the Scientific View of Development and Xi Jinping Thought on Socialism With Chinese Characteristics for the New Era as the guide!”"
11,The Robber Barons of Beijing,https://www.foreignaffairs.com/articles/asia/2021-06-22/robber-barons-beijing,The Robber Barons of Beijing,"It seemed like a typical story of Chinese corruption. Stuffing suitcases full of company shares, the businessman lavished bribes on influential officials in exchange for cheap loans to subsidize his railroad projects. The target of his largess, those in charge of public infrastructure and budgets, were his friends and business associates. Their family members ran firms in the steel industry, which stood to benefit from the construction of new track. Over time, as the ties between the officials and the businessman grew closer, the officials doubled their financial support for his ventures, indulging his inflated costs and ignoring the risk of losses. Slowly but surely, however, a financial crisis brewed."
12,The Plot Against China?,https://www.foreignaffairs.com/articles/united-states/2021-06-22/plot-against-china,The Plot Against China?,"The United States and China are embroiled in a contest that might prove more enduring, more wide-ranging, and more intense than any other international competition in modern history, including the Cold War. In both countries, fears have grown that the contest might escalate into open conflict. In the past decade, the consensus in Washington has shifted decisively in favor of a more confrontational posture toward Beijing, a process that reached its peak during the Trump administration, which expressed open hostility to China and vilified the Chinese Communist Party (CCP). The recent change in U.S. administration has produced a different tone, but not a dramatic shift in substance: the Biden administration’s Interim National Security Strategic Guidance, released in March, asserts that China “is the only competitor potentially capable of combining its economic, diplomatic, military, and technological power to mount a sustained challenge to a stable and open international system.” Many in Washington argue that this tougher new consensus on China has emerged in response to more assertive, even aggressive moves on Beijing’s part: in their view, China has forced the United States to take a firmer stance."
13,The Fulbright Paradox,https://www.foreignaffairs.com/articles/united-states/2021-06-18/fulbright-paradox,The Fulbright Paradox,"It was an act of political bravery heard around Washington, if not around the world. By January 1954, Senator Joseph McCarthy’s Permanent Subcommittee on Investigations had upended lives and destroyed careers, all in an effort to expose a fantastic conspiracy inside American government and society. That month, the committee was up for reauthorization. When senators’ names were called to approve a motion to keep it going, only one nay came from the floor: that of the junior Democratic senator from Arkansas, J. William Fulbright. “I realized that there was just no limit to what he’d say and insinuate,” Fulbright later said of McCarthy. “As the hearings proceeded, it suddenly occurred to me that this fellow would do anything to deceive you to get his way.” Within a year, Fulbright had helped persuade 66 other senators to join him in censuring McCarthy and ending his demagogic run. By the spring of 1957, McCarthy was gone for good, dead of hepatitis exacerbated by drink."
14,Becoming Strong,https://www.foreignaffairs.com/articles/united-states/2021-06-22/becoming-strong,Becoming Strong,"In March, China’s top diplomat, Yang Jiechi, made headlines when he told U.S. officials at a summit in Alaska that they did “not have the qualification . . . to speak to China from a position of strength.” Even after years of heightened tensions between Beijing and Washington, the remark seemed unusually harsh, especially coming from a seasoned diplomat. The setting, too, was noteworthy: Yang was speaking at the first high-level diplomatic meeting between China and the United States since U.S. President Joe Biden entered the White House. It seemed like an unmistakable warning to the new administration."
15,Myanmar’s Coming Revolution,https://www.foreignaffairs.com/burma-myanmar/myanmars-coming-revolution,Myanmar’s Coming Revolution,"Myanmar is at a point of no return. The army’s February coup, meant to surgically shift power within the existing constitutional framework, has instead unleashed a revolutionary energy that will be nearly impossible to contain."
