,title1,page_url,title2,first_paragraph
0,China Now,https://www.foreignaffairs.com/issue-packages/2015-04-20/china-now,What’s Inside,When is an anticorruption campaign not just an anticorruption campaign? When it might be a harbinger of a regime’s approaching developmental crisis.
1,Empire of Cotton: A Global History,https://www.foreignaffairs.com/reviews/capsule-review/2015-12-14/empire-cotton-global-history,Empire of Cotton: A Global History,"Two main camps dominate scholarship on the origins of capitalism. Internalists argue that capitalism was born European, or more specifically British, and then became global. A system of interconnected parts and peoples, it radiated out from a few original hot spots and over time replaced the “isms” it encountered elsewhere. The internalist narrative has long been shadowed by an externalist rival, which sees Europe’s leap forward as dependent on relations with places beyond Europe. The most recent externalist explanation of capitalism is Beckert’s Empire of Cotton. Beckert, a leading global historian, offers a dark story of capitalism, born of worldwide empire and violence. The book is a triple threat: it insists that the Industrial Revolution would never have happened without external trade, that the rise of industrialism and factory labor would never have transpired without the spread of slave labor, and that cotton was a commodity that made an empire and thus the world economy. In other words, capitalism was born global because it required an empire to buoy it."
2,Violent Capitalism and Hybrid Identity in the Eastern Congo: Power to the Margins,https://www.foreignaffairs.com/reviews/capsule-review/2015-04-20/violent-capitalism-and-hybrid-identity-eastern-congo-power,Violent Capitalism and Hybrid Identity in the Eastern Congo: Power to the Margins,"The area surrounding the border between Uganda and the Democratic Republic of the Congo has not been ruled effectively by any sovereign state in decades and has been mired in ethnic violence since the mid-1990s, when the Congolese state collapsed. Raeymaekers has conducted extensive fieldwork in this dangerous part of the world, which allows him to provide fascinating information on the practices, discourse, and power relations of the individuals and firms that exist and sometimes thrive in this Hobbesian environment. His compelling account examines the nature of economic activity in the midst of the area’s long-standing instability, and he finds that new kinds of social organizations have replaced or co-opted the moribund state structures, regulating markets and providing the modicum of authority necessary for them to function. Often linked to specific networks of producers, these new organizations allow for some level of capitalist accumulation but make no contribution to the goal of lasting peace and have little interest in building any kind of political community. Indeed, the power and wealth they have accrued have probably made peace and effective state building less likely.Loading...Please enable JavaScript for this site to function properly."
3,States at Work: Dynamics of African Bureaucracies,https://www.foreignaffairs.com/reviews/capsule-review/2015-04-20/states-work-dynamics-african-bureaucracies,States at Work: Dynamics of African Bureaucracies,"This collection of essays on African bureaucracies offers some profound insights, presenting excellent case studies of the day-to-day workings of specific agencies, including Senegal’s forest service, Niger’s district courts, Cameroon’s education ministry, and Malawi’s central administrative bureaucracy. Most of these organizations are hamstrung by inadequate finances and personnel and are held back by highly centralized, hierarchical structures, in which most of the resources get captured by the top of the administrative pyramid. A number of contributors emphasize the negative effects of reforms that are frequently imposed by external donors but rarely implemented in full. This is a bleak picture, but the book also observes that many African bureaucracies have maintained enough institutional vitality and experience to provide decent public services and are often staffed by professionals who demonstrate remarkable ingenuity while serving the public in less-than-ideal circumstances.Loading...Please enable JavaScript for this site to function properly."
4,Inside South Africa's Foreign Policy: Diplomacy in Africa from Smuts to Mbeki,https://www.foreignaffairs.com/reviews/capsule-review/2015-04-20/inside-south-africas-foreign-policy-diplomacy-africa-smuts-mbeki,Inside South Africa’s Foreign Policy: Diplomacy in Africa from Smuts to Mbeki,"This sharp investigation into the factors that shape South Africa’s foreign policy is well worth reading for anyone interested in the country’s politics. Through a number of remarkable interviews with South African elites, Siko examines the impact that interest groups, the press, big business, political parties, and the legislative branch have on foreign policy. He finds that although all those players exercise some influence, the executive branch has historically maintained a considerable amount of autonomy, as presidents and their collaborators have pursued their own sense of the national interest. Siko further argues that the emergence of majority rule in the mid-1990s did little to alter this culture of executive dominance, despite much rhetoric about the democratization of policymaking. He explains this continuity by pointing out that the South African public is generally uninterested in foreign policy; there is little pressure to change the way things have normally been done. Apartheid also played a role, by encouraging the fragmentation of nongovernmental groups, which even today rarely collaborate to advance common interests. Siko’s analysis is largely focused on process, but along the way he does discuss some specific cases of policy in action, such as South African President Thabo Mbeki’s “quiet diplomacy” toward the crisis in Zimbabwe during the first decade of this century.Loading...Please enable JavaScript for this site to function properly."
5,Stones of Contention: A History of Africa's Diamonds,https://www.foreignaffairs.com/reviews/capsule-review/2015-04-20/stones-contention-history-africas-diamonds,Stones of Contention: A History of Africa’s Diamonds,"Africa produces more than half of the world’s diamonds. As Cleveland’s book makes clear, a combination of high value and low volume makes the stones a destabilizing resource, and the concept of “blood diamonds” has become a familiar trope in African affairs. But this concise history of the African diamond trade, which began with the discovery of a diamond in South Africa in 1867, evinces a more nuanced understanding of its impact on the continent. An excellent chapter on Botswana, the single largest producer of diamonds, makes clear that in some circumstances, the precious stones can be a force for economic development and state building, if a government converts its diamond revenues into productive investments in education, health, and infrastructure—as Botswana’s has done. The book also includes a fascinating chapter on the history of De Beers, the South African diamond company that, according to Cleveland, has long exerted tight control over global prices by stockpiling uncut diamonds and limiting the number available on the market at any given time.Loading...Please enable JavaScript for this site to function properly."
6,"Why States Recover: Changing Walking Societies into Winning Nations, from Afghanistan to Zimbabwe",https://www.foreignaffairs.com/reviews/capsule-review/2015-04-20/why-states-recover-changing-walking-societies-winning-nations,"Why States Recover: Changing Walking Societies into Winning Nations, from Afghanistan to Zimbabwe","In this sprawling inquiry into why several dozen low-income countries, mostly in sub-Saharan Africa, collapsed and why some of them subsequently recovered, Mills finds more answers in domestic politics than in international factors. In most of these “walking societies”—a term Mills coins to describe places where people walk everywhere, which he sees as an indication of inefficiency—dysfunctional political systems led to crises, and only effective national-level leadership and viable governing coalitions could chart  a path back to stability. Mills argues convincingly that although outsiders and foreign aid can help, without local resolve, such assistance is mostly wasted. On the other hand, Mills acknowledges that absent an external force, dysfunctional political systems can persist for decades, at a huge cost to local populations. The book is impressive in its mastery of the histories of so many countries and is clearly based on a significant amount of fieldwork. But Mills says too little about how and why good governance emerges in the first place.Loading...Please enable JavaScript for this site to function properly."
7,Deng Xiaoping: A Revolutionary Life,https://www.foreignaffairs.com/reviews/capsule-review/2015-04-20/deng-xiaoping-revolutionary-life,Deng Xiaoping: A Revolutionary Life,"Like the heroes of a Hollywood Western riding into town to clean up a mess, Pantsov and Levine have swept into the unruly genre of contemporary Chinese biography. Pantsov contends with Soviet archives, while Levine wrangles Chinese-language materials and secondary sources in English. Both bring prodigious energy and research firepower to their work. Their previous collaboration, 2012’s Mao: The Real Story, questioned the conventional wisdom among U.S.-based China specialists that Mao Zedong retained a good deal of independence from Soviet leader Joseph Stalin and his Comintern; Pantsov and Levine emphasized Mao’s loyalty to both. Their portrait of Mao’s successor, Deng Xiaoping, cuts in a similar direction: despite the independence and pragmatism that Deng displayed later in life, Pantsov and Levine argue that the distinguishing features of Deng’s formative years were his servility to Mao and his extreme radicalism. They claim that their interpretation finally sets the record straight after many previous efforts missed the mark; this pretension lends their work a certain dynamism but also detracts from the authority of a well-researched, interesting, and readable book about an elusive figure who exhibited a curious combination of idealism and ruthlessness."
8,The Nature of Asian Politics,https://www.foreignaffairs.com/reviews/capsule-review/2015-04-20/nature-asian-politics,The Nature of Asian Politics,"In this ambitious book, Gilley offers a novel way to understand the politics of East and Southeast Asia. He proposes that states in the region succeed or fail according to how closely they hew to what he dubs “the Asian Governance Model,” in which a widely acknowledged political authority “allocates political values in a non-patrimonial manner that advances broadly shared development, internal and external security and social opportunity through a form of governance that is characterized by the traits of rationality, accountability and propriety.” He alternates between grand theory and fine-grained analysis. The book is engaging and will surely stimulate classroom debates. But Gilley weakens his own argument by repeatedly insinuating that at heart, Asians simply prefer despots. Gilley’s model downplays the intense ambivalence many in the region feel toward state authority, and he sometimes misses the fact that in Asia, as the saying goes, the emperor’s writ often stops at the village gate.Loading...Please enable JavaScript for this site to function properly."
9,"Pot Shards: Fragments of a Life Lived in CIA, the White House, and the Two Koreas",https://www.foreignaffairs.com/reviews/capsule-review/2015-04-20/pot-shards-fragments-life-lived-cia-white-house-and-two-koreas,"Pot Shards: Fragments of a Life Lived in CIA, the White House, and the Two Koreas","Gregg is best known for his service as U.S. ambassador to South Korea in 1989–93. But that post was merely the culmination of a distinguished 42-year career in Asia. Gregg started out as a CIA operations officer based in Burma, Japan, South Korea, and Vietnam and later served as a member of the National Security Council staff and as national security adviser to U.S. Vice President George H. W. Bush. He recounts his experiences with insight and humor. While serving as the CIA station chief in Seoul, he opposed the torture employed by the South Korean Central Intelligence Agency during the period of military rule. He twice helped prevent the military-led government from killing Kim Dae-jung, a dissident who later went on to become South Korea’s president and win the Nobel Peace Prize. Gregg offers few details of his work for the CIA, drawing more from his NSC and ambassadorial postings. Throughout, he provides a rich sense of the highs and lows of family and professional life in government service and reflects on the role of personalities in making policy machinery work well (as was sometimes the case in South Korea) or poorly (as was often the case in Vietnam).Loading...Please enable JavaScript for this site to function properly."
