,title1,page_url,title2,first_paragraph
0,How We Got Here,https://www.foreignaffairs.com/articles/commons/2011-12-18/how-we-got-here,How We Got Here,Making Modernity Work - Gideon Rose
1,Both Sides of the COIN,https://www.foreignaffairs.com/articles/united-states/2011-12-18/both-sides-coin,Both Sides of the COIN,THEORY VERSUS PRACTICE
2,War No More,https://www.foreignaffairs.com/reviews/war-no-more,War No More,"As Steven Pinker observes, we recall the twentieth century as an age of unparalleled violence, and we characterize our own epoch as one of terror. But what if our historical moment is in fact defined not by mass killing but by the greatest levels of peace and safety ever attained by human­kind? By way of this provocative hypothesis, the acclaimed psychologist and cognitive neuroscientist aims to liberate us from the overblown victimhood-by-contiguity of the present moment, maintaining quite credibly that we ought to be grateful for living when we do."
3,South Africa Pushed to the Limit: The Political Economy of Change,https://www.foreignaffairs.com/reviews/capsule-review/2012-01-01/south-africa-pushed-limit-political-economy-change,South Africa Pushed to the Limit: The Political Economy of Change,"This book, by one of South Africa’s most prominent progressive journalists, is a thought-provoking analysis of the weaknesses and failures of the country’s leadership since the end of apartheid. After reviewing the ruling African National Congress’ record on economic policymaking, HIV/AIDS, education, and antipoverty measures, the book examines the country’s coalition politics and details the ascent of President Jacob Zuma in recent years. Not everyone will agree with Marais’ assessment that governance has suffered from the excessive influence of corporate capital. Although he concedes that policymakers have succeeded in some areas, Marais argues that barring an unlikely radical break with the tradition of corporate power, the government’s initiatives are doomed to have a limited effect on economic growth and people’s welfare. Perhaps as a result, the book offers few prescriptive solutions to the policy failures it identifies with passion and at great length.Loading...Please enable JavaScript for this site to function properly."
4,Making War in Côte d’Ivoire,https://www.foreignaffairs.com/reviews/capsule-review/2012-01-01/making-war-cote-divoire,Making War in Côte d’Ivoire,"Under the leadership of President Félix Houphouët-Boigny, who managed Côte d’Ivoire’s transition to independence, the country was perceived as one of West Africa’s few success stories, at least until the late 1980s. Domestic political stability and close relations with France aided steady growth in the economy, which was based on agricultural exports, most notably cocoa. By the time Houphouët-Boigny died, in 1993, the Ivoirian miracle had already been seriously tarnished after a collapse in cocoa prices. But few predicted the country’s descent into ethnic polarization and civil conflict. McGovern demonstrates how ethnic identities became entrenched over the decades, as a result of the mass migration of northerners encouraged by the government to find work in southern cocoa-producing regions. When the economy stalled in the 1990s, politicians such as Laurent Gbagbo took advantage of the resentments generated by conflicts over land and social inequalities. McGovern skillfully unmasks the financial interests at stake in the country’s politics: the cocoa sector continues to generate substantial revenues, which the state elite controls through an opaque web of public and semipublic organizations. Loading...Please enable JavaScript for this site to function properly."
5,Southern Africa: Old Treacheries and New Deceits,https://www.foreignaffairs.com/reviews/capsule-review/2012-01-01/southern-africa-old-treacheries-and-new-deceits,Southern Africa: Old Treacheries and New Deceits,"The main subject of this sometimes rambling but always readable account of the recent history of southern Africa is the close relationships between the region’s political leaders. Although Botswana and Zambia make occasional appearances, Chan focuses on South Africa and Zimbabwe and emphasizes the many links between them, from the attempts by former South African President Thabo Mbeki and the current president, Jacob Zuma, to broker a peace deal in their northern neighbor to the three million or so Zimbabwean refugees currently living in South Africa. Chan, a longtime observer of African politics, considers how the shared worldviews of such leaders as Mbeki and Zimbabwe’s autocrat, Robert Mugabe, stem from their similar educations and experiences in the long anticolonial struggle. Chan is fascinated by the personal foibles of the region’s long-standing leaders and has an eye for telling details, such as Mbeki asking whether he needs to wear “ridiculous shirts” like Nelson Mandela in order to enjoy the former leader’s levels of popularity and the $65,000 wristwatch worn by the governor of the Reserve Bank of Zimbabwe, even as the country’s currency disintegrated.Loading...Please enable JavaScript for this site to function properly."
6,Consuming the Congo: War and Conflict Minerals in the World’s Deadliest Place; Congo Masquerade: The Political Culture of Aid Inefficiency and Reform Failure,https://www.foreignaffairs.com/reviews/capsule-review/2011-01-01/consuming-congo-war-and-conflict-minerals-worlds-deadliest-place,Consuming the Congo: War and Conflict Minerals in the World’s Deadliest Place; Congo Masquerade: The Political Culture of Aid Inefficiency and Reform Failure,"Two new books survey the contemporary Democratic Republic of the Congo (DRC), following close to two decades of state collapse and civil conflict. Eichstaedt’s book focuses on the conflicts in the eastern DRC in 2006–9. Through interviews with soldiers, politicians, and businesspeople, along with ordinary people, the book explores the role that resources such as gold and coltan played in fueling the conflict. One particularly fascinating chapter narrates a decadelong struggle between rival warlords and their foreign backers, including the Ugandan government, to control a lucrative gold mine. Coltan, a mineral widely used in advanced electronics, such as cell phones, has emerged as a convenient symbol of the West’s complicity in the wars in the DRC. Eichstaedt diligently traces the supply chain, from primitive mines in the forest to the subsidiaries of major Western corporations. But he notes that probably less than ten percent of the world’s coltan comes from the DRC and reports that many companies have responded to the negative publicity by adopting voluntary codes of practice that aim to mitigate the worst abuses associated with coltan mining."
7,Deng Xiaoping and the Transformation of China,https://www.foreignaffairs.com/reviews/capsule-review/2012-01-01/deng-xiaoping-and-transformation-china,Deng Xiaoping and the Transformation of China,"China scholars might think they have read enough about Deng Xiaoping. After all, at least three biographies of Deng were available prior to the release of this massive new book. But Vogel, one of the world’s preeminent Asia scholars, has produced the most comprehensive and authoritative account of Deng’s career as a revolutionary, party leader, and architect of China’s reform. Meticulously researched and highly readable, the book is not a typical biography. It does not dwell much on Deng’s personal life. Instead, the focus of the book is Deng’s unusual career trajectory, his unique style of rule, and the strategic choices he made during and after the Cultural Revolution. Vogel considers the extent to which Deng fundamentally and irreversibly transformed China’s society, governance, and relations with the outside world. In Vogel’s view, “no other leader in the twentieth century” did more to improve the lives of more people or had such a large and lasting influence on world history. Although he believes that Deng’s overall role in history has been underestimated, Vogel argues convincingly that Mao Zedong’s handpicked successor, Hua Guofeng -- and not Deng -- was the true harbinger of China’s reform and opening. The book could have paid more attention to the downsides of the changes Deng wrought, such as omnipresent corruption and a rapid decline in social morality. Nevertheless, this book should be read by anyone who wants to understand the domestic and international dynamics that have led to China’s rise as a great power.Loading...Please enable JavaScript for this site to function properly."
8,"No Enemies, No Hatred: Selected Essays and Poems",https://www.foreignaffairs.com/reviews/capsule-review/2012-01-01/no-enemies-no-hatred-selected-essays-and-poems,"No Enemies, No Hatred: Selected Essays and Poems","Although the Nobel Peace Prize recipient Liu has been unable to publish anything since his most recent detention, which began in late 2008, Link, his co-editors, and a superb group of translators have assembled an impressive sampling of Liu’s courageous and insightful writings from the past two decades in this remarkable, highly readable new book. Liu’s critical essays and moving prison poetry combine to form a fascinating portrait of China during a period of rapid development and political change. If there was ever any doubt that Liu deserved the Peace Prize, this book erases it."
9,"From Iron Rice Bowl to Informalization: Markets, Workers, and the State in a Changing China",https://www.foreignaffairs.com/reviews/capsule-review/2012-01-01/iron-rice-bowl-informalization-markets-workers-and-state-changing,"From Iron Rice Bowl to Informalization: Markets, Workers, and the State in a Changing China","Under increasing pressure in a liberalizing economy and abetted by local governments hungry for growth, Chinese enterprises have shifted an estimated 39 percent of China’s urban work force from permanent employment to the “informal” sector, where workers get lower pay, forgo job security and benefits, and experience frequent violations of labor standards. The central government, fearing political instability, responded recently with an updated labor-contract law and pension reforms. Perversely, however, those measures have actually intensified the incentives for enterprises to avoid long-term labor commitments, entrenching what one contributor to this insightful volume calls a state of “permanent temporariness.” Worker pushback has taken the form of petty sabotage, work slowdowns, demonstrations, strikes, and fragile efforts to organize independent labor organizations. As a whole, this collection suggests that if China cannot balance the need for flexibility in the job market with the demand for social justice, it will be hard for the country to continue its rapid economic growth while maintaining political stability. Loading...Please enable JavaScript for this site to function properly."
