,title1,page_url,title2,first_paragraph
0,"The Islamic State in Africa: The Emergence, Evolution, and Future of the Next Jihadist Battlefront",https://www.foreignaffairs.com/reviews/capsule-review/2021-12-14/islamic-state-africa-emergence-evolution-and-future-next-jihadist,"The Islamic State in Africa: The Emergence, Evolution, and Future of the Next Jihadist Battlefront","Warner and his colleagues provide detailed histories of nine affiliates of the so-called Islamic State (also known as ISIS) on the African continent. These well-informed political histories provide a fascinating view into the global reach of radical Islam. On the African continent, ISIS affiliates can be found in Algeria, Libya, and Tunisia in North Africa; Mali, Nigeria, and some of their West African neighbors; Somalia; and, to a lesser extent, the Democratic Republic of the Congo and Mozambique. Although ISIS has been in decline in the Middle East in recent years, African militant groups still seek its imprimatur to gain greater legitimacy and to win potential financial support, even though such aid has rarely materialized. Formal ties between the affiliates and the core isis organization remain tenuous and only partially developed, but the book does suggest that the Internet has proved to be a remarkably effective way for these groups to influence one another, allowing them to share tactics and rhetoric—and to indulge in their predilection for filming gruesome acts of violence."
1,“We Are Not Scared to Die”: Julius Malema and the New Movement for African Liberation,https://www.foreignaffairs.com/reviews/capsule-review/2021-12-14/we-are-not-scared-die-julius-malema-and-new-movement-african,“We Are Not Scared to Die”: Julius Malema and the New Movement for African Liberation,"The career of the South African politician Julius Malema has won much attention. Once a firebrand leader of the youth wing of the African National Congress, he has since built his own party and social movement, the Economic Freedom Fighters, as a left-wing populist alternative to the increasingly decrepit ANC. Copeland’s new book has the merit of being the first in at least a decade to discuss Malema’s ideas and approach to politics. Her account is avowedly positive. The book discusses several important episodes in Malema’s political life, such as his break with the ANC in 2012 and the electoral emergence of the EFF in 2014, when it sent 25 representatives to the South African Parliament. One chapter approvingly describes the EFF’s use of social media and humor. Malema has typically been described outside South Africa as an anti-white populist, with few policy ideas other than the expropriation of white farmers’ land and the nationalization of corporate holdings in the country. Copeland insists that Malema’s political rhetoric has to be understood as performative and humorous, and as a form of distinctly Black rhetoric, bred by the country’s history of racism and neglect of its majority Black population."
2,Empire and Jihad: The Anglo-Arab Wars of 1870–1920,https://www.foreignaffairs.com/reviews/capsule-review/2021-12-14/empire-and-jihad-anglo-arab-wars-1870-1920,Empire and Jihad: The Anglo-Arab Wars of 1870–1920,"The history of British exploration of East Africa and southern Africa and the eventual British colonial conquest of Sudan has already been well covered in academic and popular works. But Faulkner does provide a new, comprehensive analysis of less familiar but still important military engagements in Egypt, Somalia, and Sudan. In addition, he reframes the history to show how the economic institution of slavery shaped the local response to European encroachment in the region. Faulkner claims that the predatory colonialism of the late nineteenth century pitted the “coolie capitalism of European empires”—how European powers hunted for new markets to help drag their domestic economies out of recession—against the local “slave systems of Middle Eastern potentates,” which relied on the substantial profits of the East African slave trade and fought back against British attempts to end it. The book is also highly readable, stuffed with sharp descriptions of key events and with vivid portrayals of the (mostly) men behind them."
3,Arbitrary States: Social Control and Modern Authoritarianism in Museveni’s Uganda,https://www.foreignaffairs.com/reviews/capsule-review/2021-12-14/arbitrary-states-social-control-and-modern-authoritarianism,Arbitrary States: Social Control and Modern Authoritarianism in Museveni’s Uganda,"Recent studies of authoritarian states have emphasized the increasingly hybrid nature of such governments, which more and more eschew violence in favor of subtler forms of legal and institutional manipulation. Tapscott’s fine examination of the regime of Ugandan President Yoweri Museveni insists, nonetheless, that most authoritarian regimes remain reliant on the threat of violence. In her careful analysis of the country’s security sector, which encompasses the army, the police, and more or less sanctioned private local militias and vigilante groups, she notes that the regime has put in place a system of “institutionalized arbitrariness,” in which the inconsistent interventions of the state encourage citizens to seek out their own solutions to insecurity—only for the state to then intervene in a powerful but bludgeoning manner that often punishes the citizens. For instance, state officials encouraged a town to set up a local vigilante group to tamp down rising crime and violence, but then the police shot members of the group while on patrol. When the group complained, the state blamed it for growing insecurity. The resulting uncertainty over the state’s actual security policies makes it harder for citizens to organize against the state. Tapscott’s analysis strikingly underlines the truism that, in authoritarian states, the army and the police serve the regime, not the public."
4,Youth on the Move: Views From Below on Ethiopian International Migration,https://www.foreignaffairs.com/reviews/capsule-review/2021-12-14/youth-move-views-below-ethiopian-international-migration,Youth on the Move: Views From Below on Ethiopian International Migration,"The contributors to this fine collection analyze three distinct networks of migration out of Ethiopia: one involving mostly women who seek employment as domestic workers in the Gulf countries, another of people who try to reach South Africa, and a third heading for Europe. Ethiopia’s international outmigration numbers are below average by African standards, but they still involve tens of thousands of individuals every year—a number that might grow in the wake of the ongoing civil war. Almost all these migrants are very young and travel without visas. The authors resist the standard mechanistic view of migration as resulting from “push and pull” economic factors and focus instead on the beliefs, attitudes, and social connections of the migrants themselves, as they embark on what are typically extremely perilous journeys with highly uncertain outcomes. What emerges from the various forms of hard data and ethnographic material gathered in this collection is a fascinating exploration of the process of migration, revealing the social networks that enable human trafficking, what the families left at home expect of the migrants, and the aspirations of the young migrants as they voyage into the world."
5,Flying Blind: Vietnam’s Decision to Join ASEAN,https://www.foreignaffairs.com/reviews/capsule-review/2021-12-14/flying-blind-vietnams-decision-join-asean,Flying Blind: Vietnam’s Decision to Join ASEAN,"Nguyen provides a peek into communist Vietnam’s strategic deliberations regarding the Association of Southeast Asian Nations at the tail end of the Cold War. Using internal party documents and high-level interviews, Nguyen, a scholar and a diplomat, reveals the twists and turns leading to Hanoi’s decision to join ASEAN in 1995. Initially, Vietnamese leaders maintained a hostile policy toward the regional association, viewing it first as an organization that would advance U.S.-style anticommunism in the waning years of the United States’ war in Vietnam and later as a vehicle for China’s anti-Vietnam campaign following Vietnam’s invasion of Cambodia at the end of 1978 and the outbreak of the Sino-Vietnamese War in 1979. The ideological underpinnings of Vietnam’s foreign policy during these conflict-ridden times prevented policymakers from seeing ASEAN on its own terms. Peacetime changed Hanoi’s calculus. Vietnamese leaders began to understand ASEAN as a regional community that could support Hanoi’s bid for rapid economic development. Nguyen deftly guides his readers through Hanoi’s decision-making, turning once opaque dealings transparent."
6,Middle Class Shanghai: Reshaping U.S.-China Engagement,https://www.foreignaffairs.com/reviews/capsule-review/2021-12-14/middle-class-shanghai-reshaping-us-china-engagement,Middle Class Shanghai: Reshaping U.S.-China Engagement,"Based on decades of original research, this book provides a nuanced counterpoint to alarmist caricatures of China and its citizens by exploring the diversity and dynamism of Shanghai and its large middle class. The city’s progressive outlook and eclectic culture stem from its history as a vital port town teeming with bankers, industrialists, architects, and missionaries from around the world. Its avant-garde political ferment gave birth to the revolutionary Chinese Communist Party in 1921. Present-day Shanghai is a cosmopolitan metropolis with the most skyscrapers, international banks, cafés, and art galleries in China. Surveys show that the city’s residents are significantly more concerned than the wider population about numerous political and environmental issues, including climate change, inequality, the plight of migrant workers, and government accountability. In China’s major cities, U.S.-trained professionals now hold leadership positions in academia, law, business, the creative arts, and even politics. Li makes the persuasive case that this middle class can help improve relations between China and the United States. He recommends a U.S. strategy of engagement with, rather than decoupling from, China, one that is sensitive to these dynamics and works toward pursuing shared goals."
7,Colonial Institutions and Civil War: Indirect Rule and Maoist Insurgency in India,https://www.foreignaffairs.com/reviews/capsule-review/2021-12-14/colonial-institutions-and-civil-war-indirect-rule-and-maoist,Colonial Institutions and Civil War: Indirect Rule and Maoist Insurgency in India,"The Maoist, or Naxalite, insurgency has flared up and cooled down several times over the past half century in scattered districts of eastern India. Its geographic pattern is difficult to explain solely with conventional theories that focus on the distribution of economic and ethnic grievances and topographical remoteness. Mukherjee shows that the insurgency has flourished in districts where the British colonists ruled through traditional princes or the local landlord caste instead of with their own bureaucracy. Exploitation under indirect rule was harsher and the policing system weaker than under direct rule. This left behind deep inequality, discrimination against subordinate castes and tribes, thin infrastructure, and understaffed administrative institutions—all favorable conditions for the revolutionaries to recruit support when they launched their movement in the late 1960s. Mukherjee’s analysis promises to enrich the understanding of how historical legacies shape civil conflicts."
8,Democracy and Nationalism in Southeast Asia: From Secessionist Mobilization to Conflict Resolution,https://www.foreignaffairs.com/reviews/capsule-review/2021-12-14/democracy-and-nationalism-southeast-asia-secessionist,Democracy and Nationalism in Southeast Asia: From Secessionist Mobilization to Conflict Resolution,"Do transitions to democracy inflame or calm ethnonationalist movements that took shape under authoritarian regimes? Bertrand draws together years of research into five such movements in Southeast Asia to show that violence tends to surge right after the democratic transition, when separatists see an opportunity to achieve their goals. If the new democratic elites offer plausible concessions, however, the conflict has a good chance at least of being diminished, if not resolved. In Indonesia in 2006, for example, the post-transition government offered the province of Aceh a strong form of local autonomy, which addressed many of the demands issued by a pro-independence movement there and greatly reduced violence. By contrast, Thai politicians during the democratic period in the 1990s and early years of the next decade refused to negotiate with Malay Muslims in the south, allowing a low-level insurgency to continue there. The three other case studies lie between these extremes. Violence in the Cordillera highlands of the Philippines abated after 1997, when the government granted local groups special status as indigenous peoples. Meanwhile, however, the Moro uprising in the same country kept flaring up because the government failed to implement its agreements. In Papua, the inconsistent implementation of a 2001 special autonomy law kept a resistance going. It is hard for any kind of regime to compromise on national unity, but Bertrand shows that negotiation is a better way to manage separatist challenges than repression."
9,Rethinking Chinese Politics,https://www.foreignaffairs.com/reviews/capsule-review/2021-12-14/rethinking-chinese-politics,Rethinking Chinese Politics,"Fewsmith offers a spirited rebuttal of the conventional view that China’s post-Mao regime has avoided power struggles and maintained control by creating institutionalized rules for policymaking, policy implementation, and leadership succession. He deploys a deep knowledge of elite political networks and party organizational dynamics to reconstruct what must have happened behind the scenes as the Chinese leader Deng Xiaoping and his successors maneuvered to consolidate and exercise power, sometimes following rules but just as often twisting, replacing, or violating them. The stately façade of Chinese politics conceals the “personalization of power, factionalism, . . . [the] arbitrary abuse of power, corruption, and . . . [a] lack of discipline.” Fierce rivalries and wily maneuvers have left some leaders weakened and have concentrated too much power in the hands of President Xi Jinping. Fewsmith implies that a system saddled with this much “corrosion and dysfunction” will sooner or later decay, but he does not forecast when or how."
