,title1,page_url,title2,first_paragraph
0,The Dismal Kingdom,https://www.foreignaffairs.com/reviews/dismal-kingdom,The Dismal Kingdom,"Over the past 60 years, the United States has run what amounts to a natural experiment designed to answer a simple question: What happens when a government starts conducting its business in the foreign language of economists? After 1960, anyone who wanted to discuss almost any aspect of U.S. public policy—from how to make cars safer to whether to abolish the draft, from how to support the housing market to whether to regulate the financial sector—had to speak economics. Economists, the thinking went, promised expertise and fact-based analysis. They would bring scientific precision and rigor to government interventions."
1,Too Big to Prevail,https://www.foreignaffairs.com/world/too-big-prevail,Too Big to Prevail,"When executives at the biggest U.S. technology companies are confronted with the argument that they have grown too powerful and should be broken up, they have a ready response: breaking up Big Tech would open the way for Chinese dominance and thereby undermine U.S. national security. In a new era of great-power competition, the argument goes, the United States cannot afford to undercut superstar companies such as Amazon, Facebook, and Alphabet (the parent company of Google). Big as these companies are, constraints on them would simply allow Chinese behemoths to gain an edge, and the United States would stand no chance of winning the global artificial intelligence (AI) arms race. That technology executives would proffer these arguments is not surprising, but the position is gaining traction outside Silicon Valley; even Democratic politicians who have been critical of Big Tech, such as Representative Ro Khanna of California and Senator Mark Warner of Virginia, have expressed concerns along these lines."
2,How the Good War Went Bad,https://www.foreignaffairs.com/articles/afghanistan/2020-02-10/how-good-war-went-bad,How the Good War Went Bad,"The United States has been fighting a war in Afghanistan for over 18 years. More than 2,300 U.S. military personnel have lost their lives there; more than 20,000 others have been wounded. At least half a million Afghans—government forces, Taliban fighters, and civilians—have been killed or wounded. Washington has spent close to $1 trillion on the war. Although the al Qaeda leader Osama bin Laden is dead and no major attack on the U.S. homeland has been carried out by a terrorist group based in Afghanistan since 9/11, the United States has been unable to end the violence or hand off the war to the Afghan authorities, and the Afghan government cannot survive without U.S. military backing."
3,The Price of Primacy,https://www.foreignaffairs.com/articles/afghanistan/2020-02-10/price-primacy,The Price of Primacy,"The collapse of the Soviet Union revealed the bankruptcy of international communism. In time, the absence of a Cold War foe also exposed the bankruptcy of Washington’s global ambitions. Freed from major challengers, the United States had an unprecedented chance to shape international politics according to its wishes. It could have chosen to live in harmony with the world, pulling back its armed forces and deploying them only for vital purposes. It could have helped build a world of peace, strengthening the laws and institutions that constrain war and that most other states welcome. From this foundation of security and goodwill, the United States could have exercised leadership on the already visible challenges ahead, including climate change and the concentration of ungoverned wealth."
4,Reality Check,https://www.foreignaffairs.com/articles/china/2020-02-10/reality-check,Reality Check,"For the past three decades, as the United States stood at the pinnacle of global power, U.S. leaders framed their foreign policy around a single question: What should the United States seek to achieve in the world? Buoyed by their victory in the Cold War and freed of powerful adversaries abroad, successive U.S. administrations forged an ambitious agenda: spreading liberalism and Western influence around the world, integrating China into the global economy, and transforming the politics of the Middle East."
5,Getting to Less,https://www.foreignaffairs.com/united-states/getting-less,Getting to Less,"On the question of how much to spend on national defense, as with so much else, Americans are divided. A Gallup poll taken in 2019 found that 25 percent of them think the United States spends too little on its military, 29 percent believe it spends too much, and 43 percent think it is spending about the right amount—a remarkable degree of incoherence for politicians trying to interpret the public’s will. President Donald Trump, having campaigned on a promise to “rebuild” the U.S. military, has touted the “billions and billions of dollars more” he has added to the Pentagon’s budget each year of his tenure. On the campaign trail, some Democratic candidates are moving in the opposite direction. To free up money for her health-care plan, Senator Elizabeth Warren of Massachusetts has said she plans to slash defense spending. Likewise, Senator Bernie Sanders of Vermont has said that in order to “invest in the working families of this country and protect the most vulnerable,” the United States should put an end to “massive spending on a bloated military budget.”"
6,The Digital Dictators,https://www.foreignaffairs.com/articles/china/2020-02-06/digital-dictators,The Digital Dictators,"The Stasi, East Germany’s state security service, may have been one of the most pervasive secret police agencies that ever existed. It was infamous for its capacity to monitor individuals and control information flows. By 1989, it had almost 100,000 regular employees and, according to some accounts, between 500,000 and two million informants in a country with a population of about 16 million. Its sheer manpower and resources allowed it to permeate society and keep tabs on virtually every aspect of the lives of East German citizens. Thousands of agents worked to tap telephones, infiltrate underground political movements, and report on personal and familial relationships. Officers were even positioned at post offices to open letters and packages entering from or heading to noncommunist countries. For decades, the Stasi was a model for how a highly capable authoritarian regime could use repression to maintain control."
7,The New Spheres of Influence,https://www.foreignaffairs.com/articles/united-states/2020-02-10/new-spheres-influence,The New Spheres of Influence,"In the heady aftermath of the Cold War, American policymakers pronounced one of the fundamental concepts of geopolitics obsolete. Secretary of State Condoleezza Rice described a new world “in which great power is defined not by spheres of influence . . . or the strong imposing their will on the weak.” Secretary of State Hillary Clinton declared that “the United States does not recognize spheres of influence.” Secretary of State John Kerry proclaimed that “the era of the Monroe Doctrine is over,” ending almost two centuries of the United States staking claim to its own sphere of influence in the Western Hemisphere."
8,Saving America’s Alliances,https://www.foreignaffairs.com/articles/united-states/2020-02-10/saving-americas-alliances,Saving America’s Alliances,"In his three years in office, U.S. President Donald Trump has aimed his trademark vitriol at a wide range of targets, both foreign and domestic. Perhaps the most consequential of these is the United States’ 70-year-old alliance system. The 45th president has balked at upholding the country’s NATO commitments, demanded massive increases in defense spending from such long-standing allies as Japan and South Korea, and suggested that underpaying allies should be left to fight their own wars with shared adversaries. Trump’s ire has been so relentless and damaging that U.S. allies in Asia and Europe now question the United States’ ability to restore itself as a credible security guarantor, even after a different president is in the White House."
9,Mean Streets,https://www.foreignaffairs.com/articles/world/2020-02-10/mean-streets,Mean Streets,"Some causes of death have little trouble catching the public’s attention. Avian flu, Ebola, and Zika have dominated news cycles and prompted international travel advisories. Plane crashes interrupt broadcasts and lead to thorough government investigations. Cancer, heart disease, and HIV/AIDS now attract billions of dollars of research. But one of the biggest killers of all gets little attention from governments, the media, or the general public. Car crashes killed 1.35 million people in 2016—the last year for which World Health Organization data are available—a grisly 3,698 deaths a day. Traffic injuries are now the top killer of people aged five to 29 globally, outpacing any illness and exceeding the combined annual casualties of all of the world’s armed conflicts. And the toll continues to rise: it grew by 100,000 in just three years, from 2013 to 2016. This does not include the up to 50 million people who are hit and injured by motor vehicles each year, some grievously, but who nonetheless survive. The economic losses are estimated at three percent of global GDP."
