,title1,page_url,title2,first_paragraph
0,The Settlement Obsession,https://www.foreignaffairs.com/reviews/review-essay/2011-07-01/settlement-obsession,The Settlement Obsession,"On taking office in 2009, U.S. President Barack Obama put Israeli settlements at the center of U.S. policy in the Middle East. In Washington's view, a complete construction freeze in the West Bank and East Jerusalem became not only desirable but also a prerequisite to Israeli-Palestinian peace negotiations. Previous U.S. administrations of both parties had never taken such a stance, and in fact, there had been years of negotiations (not least at Camp David in 2000 and after the Annapolis meeting in 2007) while Israeli settlement activity continued. But the Obama administration stuck to its demand, and when Israel refused to freeze construction, 2009 and much of 2010 went by without negotiations. This only changed in November 2010, when the White House abandoned the entire approach and began to search for a new one."
1,"Arab Spring, Persian Winter",https://www.foreignaffairs.com/articles/middle-east/2011-07-01/arab-spring-persian-winter,"Arab Spring, Persian Winter",READING THE NEW MIDDLE EAST MAP
2,Washington’s Phantom War,https://www.foreignaffairs.com/articles/pakistan/2011-07-01/washingtons-phantom-war,Washington’s Phantom War,"One hot summer evening in 2009, in a small village in the remote Pakistani tribal agency of South Waziristan, a pair of Hellfire missiles fired from an unmanned Predator drone slammed into a house, killing the chief of the Pakistani Taliban, Baitullah Mehsud, along with his wife. About a year later, in May 2010, down a dirt road from Miran Shah, the main town in North Waziristan, a missile from another Predator killed Mustafa Abu al-Yazid (known as Saeed al-Masri), a founding member of al Qaeda, along with his wife and several of their children."
3,Disengaging from Taiwan,https://www.foreignaffairs.com/articles/east-asia/2011-07-01/disengaging-taiwan,Disengaging from Taiwan,MISREADING CHINA'S INTENTIONSShyu-tu Lee
4,The Financial Rebalancing Act,https://www.foreignaffairs.com/articles/2011-07-01/financial-rebalancing-act,The Financial Rebalancing Act,"The global financial crisis that began in 2007 has only just begun to recede, but economists and policymakers are already considering its future implications. Has the Great Recession introduced a new economic era? Or was it a temporary shock that will eventually correct itself? The answers to these questions will affect a number of vital economic issues, including the relationship between emerging and developed economies, the direction of international trade and capital flows, and the potential for currency wars or other economic conflicts."
5,Why Middle East Studies Missed the Arab Spring,https://www.foreignaffairs.com/articles/middle-east/2011-07-01/why-middle-east-studies-missed-arab-spring,Why Middle East Studies Missed the Arab Spring,"The vast majority of academic specialists on the Arab world were as surprised as everyone else by the upheavals that toppled two Arab leaders last winter and that now threaten several others. It was clear that Arab regimes were deeply unpopular and faced serious demographic, economic, and political problems. Yet many academics focused on explaining what they saw as the most interesting and anomalous aspect of Arab politics: the persistence of undemocratic rulers."
6,On Humanitarianism,https://www.foreignaffairs.com/world/on-humanitarianism,On Humanitarianism,"Humanitarianism is probably the most important ""ism"" in the world today, given the collapse of communism, the discrediting of neoliberalism, and the general distrust of large-scale political ideologies. Its activists often claim to escape or transcend partisan politics. We think of humanitarian aid, for example, first of all as a form of philanthropy -- a response to an earthquake in Haiti or a tsunami in Asia, which is obviously a good thing, an effort to relieve human suffering and save lives, an act of international benevolence. But there is a puzzle here, for helping people in desperate need is something that we ought to do; it would be wrong not to do it -- in which case it is more like justice than benevolence. Words such as ""charity"" and ""philanthropy"" describe a voluntary act, a matter of kindness rather than duty. But international humanitarianism seems more like duty than kindness, or maybe it is a combination: two in one, a gift that we have to give."
7,The City and the State,https://www.foreignaffairs.com/reviews/review-essay/2011-07-01/city-and-state,The City and the State,"In the years after World War II, New York City decided to get rid of its East Side Gashouse District, a bleak landscape of towering gas storage tanks and six-story walkup tenements. It replaced it with Stuyvesant Town -- a modern ""suburb in the city,"" as its planners described it. The creation of Stuyvesant Town represented a watershed moment in what would become a decades-long movement to revive and modernize the American city. In the 1940s and 1950s, many parts of U.S. cities were crowded and rundown, a condition that stood in stark contrast to the country's emerging suburban utopias. President Harry Truman called attention to the problem in his 1949 State of the Union address, pointing out, ""Five million families are still living in slums and firetraps. Three million families share their homes with others."" After Truman's speech, Congress passed the Housing Act of 1949, which provided federal financing for urban renewal and increased the Federal Housing Administration's role in providing suburban mortgages, and the Federal-Aid Highway Act of 1956, which created the interstate highway system. The federal government had placed itself squarely in the midst of urban policy."
8,What China Wants,https://www.foreignaffairs.com/reviews/review-essay/2011-06-17/what-china-wants,What China Wants,"As a connoisseur of fine diplomacy, Henry Kissinger finds a lot of it to admire in China. His new book, cast as a history of Chinese foreign policy, traces the twists and turns of Chinese strategy since the establishment of the People's Republic in 1949, quoting liberally from his numerous conversations with Chinese leaders. But On China is really neither history nor memoir. Its purpose is to argue that the United States should yield gracefully to China's rise in order to avoid a tragic conflict."
9,Does Obama Have a Grand Strategy?,https://www.foreignaffairs.com/united-states/does-obama-have-grand-strategy,Does Obama Have a Grand Strategy?,"As the U.S. military intervenes in Libya, a fierce debate has erupted over the possible existence of an Obama doctrine, with a chorus of foreign policy observers bemoaning the United States' supposed strategic incompetence. Last fall, the columnist Jackson Diehl wrote in The Washington Post, ""This administration is notable for its lack of grand strategy -- or strategists."" In The National Interest this January, the political scientist John Mearsheimer concluded, ""The root cause of America's troubles is that it adopted a flawed grand strategy after the Cold War."" The economic historian Niall Ferguson took to Newsweek to argue that alleged U.S. setbacks in the Middle East were ""the predictable consequence of the Obama administration's lack of any kind of a coherent grand strategy, a deficit about which more than a few veterans of U.S. foreign policymaking have long worried."" Even the administration's defenders have damned it with faint praise. The National Journal's Michael Hirsh argued that ""the real Obama doctrine is to have no doctrine at all. And that's the way it's likely to remain."" Hirsh, at least, meant it as a compliment."
10,How Health Care Can Save or Sink America,https://www.foreignaffairs.com/united-states/how-health-care-can-save-or-sink-america,How Health Care Can Save or Sink America,"Rising health-care costs are at the core of the United States' long-term fiscal imbalance. The Congressional Budget Office (CBO) projects that between now and 2050, Medicare, Medicaid, and other federal spending on health care will rise from 5.5 percent of GDP to more than 12 percent. (Social Security costs, by comparison, are projected to increase from five percent of GDP to six percent over the same period.) It is no exaggeration to say that the United States' standing in the world depends on its success in constraining this health-care cost explosion; unless it does, the country will eventually face a severe fiscal crisis or a crippling inability to invest in other areas."
11,NATO After Libya,https://www.foreignaffairs.com/articles/libya/2011-07-01/nato-after-libya,NATO After Libya,"NATO's sea and air mission in Libya is the first major military engagement undertaken since the global financial crisis. With European NATO allies drastically reducing their defense spending, there were legitimate fears as to whether they could still afford to respond to such complex crises. Reports early on that the operation lacked sufficient strike capabilities reinforced these fears. But the unprecedented speed, scale, and sustained pace of execution of Operation Unified Protector tell a different story. As of early May, the pace of air sorties had remained high since the beginning of the operation, and strikes had accounted for just under half of those sorties. When requirements changed as Muammar al-Qaddafi's forces altered their tactics, NATO allies provided more of the high-precision strike capabilities that the commanders needed. Meanwhile, more than a dozen ships have been patrolling the Mediterranean Sea and enforcing the UN arms embargo."
12,Can Disarmament Work?,https://www.foreignaffairs.com/can-disarmament-work,Can Disarmament Work?,"IN SUPPORT OF ZEROBruce Blair, Matt Brown, and Richard Burt"
13,Secularism and Its Discontents,https://www.foreignaffairs.com/reviews/secularism-and-its-discontents,Secularism and Its Discontents,"Olivier Roy, a professor of social and political theory at the European University Institute, in Fiesole, Italy, has the exceptional ability to bring religion, globalization, and politics to his discussions of political Islam and its role in European and Islamic societies. In his latest book, Holy Ignorance, he puts this talent to good use to explore a critical question about the modern world: ""Does the expansion of a religion go along with the spreading of a new culture . . . or does it expand, on the contrary, precisely because this religion has nothing to do with any specific culture?"" The answer is important because if religion is dissociated from culture, religious fundamentalism will become both more globalized and more diluted, and mainstream culture will become even more secular. If the two are not dissociated, religious fundamentalism may increasingly penetrate societies and erode their secular and democratic practices."
14,Defending Democracy in Côte d'Ivoire,https://www.foreignaffairs.com/articles/cote-dlvoire/2011-06-16/defending-democracy-cote-divoire,Defending Democracy in Côte d’Ivoire,"In early April, in the final days of Côte d'Ivoire's torturous four-month-long political crisis, French and UN helicopters bombarded the presidential residence in Abidjan. This military operation sealed the fate of the incumbent, Laurent Gbagbo, paving the way for Alassane Ouattara, the widely recognized winner of the November 2010 presidential elections, to claim office. But the French and UN action had another effect: it triggered commentary and outrage about international interference -- in particular on the part of France -- in African affairs. Ivoirian newspapers backing Gbagbo fulminated about France's desire to retake its former colonies. The French press, meanwhile, obsessed about whether France's military intervention spelled a new era of Françafrique, the term, first introduced in the 1950s, for French interference in the internal affairs of its former African colonies. The New York Times ran a story about France's ""long shadow"" over its former colonies, and pundits around the world worried that these international actions could doom Ouattara's legitimacy."
15,South Africa's Land Reform Crisis,https://www.foreignaffairs.com/articles/africa/2011-06-16/south-africas-land-reform-crisis,South Africa’s Land Reform Crisis,"Under colonialism and apartheid, the ruling white minority stole vast amounts of land from black Africans in Zimbabwe and South Africa. Reclaiming this land became an important rallying cry for liberation movements in both countries; but in the years after white minority rule ended, it was extremely difficult for the new regimes to redistribute the land fairly and efficiently. In recent years, as the unaddressed land inequality in Zimbabwe became a pretext for President Robert Mugabe's demagoguery and led to Zimbabwe's demise, many observers have asked: Could South Africa be next?"
16,The Crisis in Clean Energy,https://www.foreignaffairs.com/articles/2011-06-16/crisis-clean-energy,The Crisis in Clean Energy,"After years of staggering growth, the clean-energy industry is headed for a crisis. In most of the Western countries leading the industry, the public subsidies that have propelled it to 25 percent annual growth rates in recent years have now become politically unsustainable. Temporary government stimulus programs -- which in 2010 supplied one-fifth of the record investment in clean energy worldwide -- have merely delayed the bad news. Last year, after 20 years of growth, the number of new wind turbine installations dropped for the first time; in the United States, the figure fell by as much as half. The market value of leading clean-energy equipment manufacturing companies has plummeted and is poised to decline further as government support for the industry erodes."
