,title1,page_url,title2,first_paragraph
0,The Sick Man of Asia,https://www.foreignaffairs.com/articles/china/2011-11-02/sick-man-asia,The Sick Man of Asia,尽管中国在过去的几十年中取得了显著的经济进步，可是人民的健康状况并没有得到同样的提升。自1980年以来，中国年平均经济增长率保持在百分之十左右的速度，四亿到五亿人摆脱了贫困。然而，中国的官方统计数据显示，1981到2009年间，中国的人均预期寿命只上升了5岁，从68岁到73岁。 （1949年到1980年间人均预期寿命增长了33岁。）而其他在1981年与中国预期寿命水平不相上下但经济增长速度较慢的国家，如哥伦比亚、马来西亚、墨西哥、韩国，国民人均寿命在同时期则增长了7至14岁。根据世界银行的统计报告，即使在澳大利亚、香港、日本、新加坡这些在1981年就拥有远高于中国人均预期寿命的国家(地区)，同时期也实现了7至10岁的增长。
1,How Central Is Land for Peace?,https://www.foreignaffairs.com/articles/israel/2011-11-01/how-central-land-peace,How Central Is Land for Peace?,A HEALTHY OBSESSIONOded Naaman and Mikhael Manekin
2,Manufacturing Globalization,https://www.foreignaffairs.com/articles/north-america/2011-11-01/manufacturing-globalization,Manufacturing Globalization,TROUBLE ON THE HOME FRONTRichard Katz
3,Israel's Bunker Mentality,https://www.foreignaffairs.com/articles/middle-east/2011-11-01/israels-bunker-mentality,Israel’s Bunker Mentality,"For the Israeli right and its allies around the world, the greatest danger to Israel’s future is the unwillingness of Palestinians to make peace. The Israeli-Palestinian conflict does threaten Israel, but not, as the right would have it, because militant and even seemingly moderate Palestinians harbor plans to drive the Jews into the sea. Rather, the conflict threatens Israel because of the havoc it wreaks on the country’s internal politics. Since 1967, when Israel occupied the West Bank and the Gaza Strip, its presence in those territories has played a central role in structuring Israeli politics, transforming a country once brimming with optimism into an increasingly cynical, despondent, and illiberal place."
4,The Problem Is Palestinian Rejectionism,https://www.foreignaffairs.com/articles/middle-east/2011-11-01/problem-palestinian-rejectionism,The Problem Is Palestinian Rejectionism,Nearly two decades of peace negotiations between Israel and the Palestinians have failed miserably. The key reason for this failure is the Palestinians’ refusal to recognize Israel as a Jewish state.
5,"Oil of Russia: Past, Present, and Future",https://www.foreignaffairs.com/reviews/capsule-review/2011-11-01/oil-russia-past-present-and-future,"Oil of Russia: Past, Present, and Future","One does not expect the CEO of a major oil company to write a detailed history of the industry going back to antiquity. But that is what Alekperov, the president of Lukoil, the second largest of Russia’s ten key oil companies, has done. A full third of this lengthy book is devoted to the history of the industry from before Peter the Great’s reign through the nineteenth century, at a level of detail found in no other English-language publication. The discussion of the early years of Bolshevik rule through Lenin’s five-year plans is particularly rich and balanced, but Alekperov pays relatively little attention to the period stretching from the end of World War II to the fall of the Soviet Union. Unsurprisingly, he has general praise for present-day Russian energy policy and prospects. Still, this does not detract from the wealth of detail he provides, detail that will interest even the most informed student of the subject.Loading...Please enable JavaScript for this site to function properly."
6,Intervention as Indirect Rule: Civil War and Statebuilding in the Democratic Republic of Congo,https://www.foreignaffairs.com/reviews/capsule-review/2011-11-01/intervention-indirect-rule-civil-war-and-statebuilding-democratic,Intervention as Indirect Rule: Civil War and Statebuilding in the Democratic Republic of Congo,"With around 20,000 troops and an annual budget in the billions of dollars, the United Nations Organization Mission in the Democratic Republic of the Congo (MONUC) is easily the most ambitious and costly peacekeeping project in Africa. But the effort remains largely unstudied, so Veit’s book fills a void. He argues that like previous state-building missions in the region, MONUC lacks the legitimacy and capacity to act alone. It has mostly avoided relying on the antidemocratic intermediaries, such as local chiefs and “big men,” that central authorities depended on in the past, but has failed to adequately replace them with local or international nongovernmental organizations. The resulting jumble of international organizations, warlords, nongovernmental organizations, and local civil-society actors has combined with the remnants of the Congolese state to fashion a highly dysfunctional form of governance that fails to deliver peace and well-being to a long-suffering population. It is a persuasive analysis, but the absence of a policy prescription disappoints.Loading...Please enable JavaScript for this site to function properly."
7,Chocolate Nations: Living and Dying for Cocoa in West Africa,https://www.foreignaffairs.com/reviews/capsule-review/2011-11-01/chocolate-nations-living-and-dying-cocoa-west-africa,Chocolate Nations: Living and Dying for Cocoa in West Africa,"Small farmers in West Africa produce most of the world’s cocoa and sell it at low prices to big companies such as Cadbury and Mars, who transform the beans into chocolate. Ryan focuses on Ghana and Côte d’Ivoire, the two countries that together produce half the world’s cocoa output. Large numbers of West Africans rely on cocoa for their livelihoods, she shows, and politicians have long used revenues tied to cocoa exports to retain their holds on power. Reformers have expressed concern about industry practices, and Ryan ably discusses such issues as child labor on cocoa farms and the debates around free trade. She argues that an even greater source of concern is the long-term environmental sustainability of current approaches to cocoa production, and she advances the notion that chocolate prices might spike in the not-too-distant future.Loading...Please enable JavaScript for this site to function properly."
8,Child Soldiers: Sierra Leone’s Revolutionary United Front,https://www.foreignaffairs.com/reviews/capsule-review/2011-11-01/child-soldiers-sierra-leones-revolutionary-united-front,Child Soldiers: Sierra Leone’s Revolutionary United Front,"The estimated 100,000 soldiers under the age of 18 currently fighting in African conflicts have gained notoriety in recent years, notably through movies, such as Blood Diamond. One of the great merits of Denov’s book on the civil war in Sierra Leone is her refusal to either mythologize or demonize that war’s child soldiers as she meticulously chronicles their abduction by rebels (almost invariably the method of recruitment), their experiences during the war, and their attempts to reintegrate into society after the conflict ended in 2002. Through interviews with them, Denov shows how some were horrified by the violence but reveled in the power over civilians their guns afforded them. She criticizes the existing literature for focusing almost entirely on male child soldiers, even though a large proportion are girls, many of whom have been victims of systematic sexual violence at the hands of fellow soldiers and commanders. She reports that female child soldiers also remain largely ignored by donor-funded disarmament, demobilization, and reintegration programs."
9,Warfare in Independent Africa,https://www.foreignaffairs.com/reviews/capsule-review/2011-11-01/warfare-independent-africa,Warfare in Independent Africa,"This accessible survey of African wars in the postcolonial era rightly emphasizes internal conflicts, which have caused more violence in the region than interstate wars. Reno tracks the changing motivations of domestic rebellions, from anticolonial movements to reformist rebels who sought to build stronger state structures after independence, to contemporary warlords, such as those in the Democratic Republic of the Congo and Sierra Leone, who fight over resources but lack a programmatic agenda. Reno ends the book with a somewhat underdeveloped argument, suggesting that the kind of reformist rebellions led by Yoweri Museveni in Uganda and Paul Kagame in Rwanda are less likely today because of the declining influence of Marxist ideas and the increasing weakness of state structures. The next generation of rebels, he argues, are more likely to be motivated by narrower, more instrumental objectives and will be less keen to establish political order.Loading...Please enable JavaScript for this site to function properly."
