,title1,page_url,title2,first_paragraph
0,Inside African Politics,https://www.foreignaffairs.com/reviews/capsule-review/2014-02-18/inside-african-politics,Inside African Politics,"Academics no longer need lament the absence of a good textbook on African politics for undergraduates. Englebert and Dunn have produced what will no doubt become the standard text for years to come: a sharply written, well-informed, and completely up-to-date book that should find a wide audience beyond the classroom, as well. Exceptional scholars in their own right, Englebert and Dunn introduce the reader to a wide variety of debates about the region, which they examine evenhandedly and with a minimum of jargon. The discussions of civil conflict and security issues are particularly good. The authors reveal how breakdowns of law and order are intimately connected to failed projects of national integration and state formation, and they place specific conflicts in their proper regional and international contexts."
1,Foreign Intervention in Africa: From the Cold War to the War on Terror,https://www.foreignaffairs.com/reviews/capsule-review/2014-02-18/foreign-intervention-africa-cold-war-war-terror,Foreign Intervention in Africa: From the Cold War to the War on Terror,"Schmidt’s history of military intervention in the region during the last half century breaks no new empirical or theoretical ground, but it does provide a good introduction to the Africa policies of outside powers. She starts with the interventions that accompanied the decolonization of the parts of the continent long dominated by Belgium, France, and the United Kingdom (with a particularly good chapter on the Congo crisis in the early 1960s), then examines the conflicts surrounding the later decolonization of Portuguese-speaking Africa and the end of apartheid in South Africa. She finishes with a chapter on the African dimension of the U.S.-led “war on terror.” Schmidt assumes that economic interests motivated the outside powers that intervened in Africa during these conflicts, argues that such powers have almost invariably relied on the collusion and collaboration of local actors, and concludes that the interventions have usually had devastating effects on the continent. But she does not integrate her critique into a broader analysis of Africa’s international relations, barely mentioning foreign aid and humanitarian assistance and disregarding the effects of external support from the UN and regional peacekeeping forces."
2,Making Citizens in Africa; Food and Agriculture in Ethiopia,https://www.foreignaffairs.com/reviews/capsule-review/2014-02-18/making-citizens-africa-food-and-agriculture-ethiopia,Making Citizens in Africa; Food and Agriculture in Ethiopia,"Two very different books, both fascinating, attest to the socioeconomic and political progress Ethiopia has made during the last two decades -- and to the enormous challenges still facing this country, whose more than 90 million people belong to 75 distinct ethnolinguistic groups and whose recent history includes civil war and several massive famines."
3,The Great African Land Grab? Agricultural Investments and the Global Food System,https://www.foreignaffairs.com/reviews/capsule-review/2014-02-18/great-african-land-grab-agricultural-investments-and-global-food,The Great African Land Grab? Agricultural Investments and the Global Food System,"This measured book summarizes the extent of what is known about the recent evolution of the commercial market for land in sub-Saharan Africa -- which is to say, very little. Urbanization and population growth, combined with the global boom in commodity and food prices, have increased the value of land on the world’s least densely populated continent. The ambiguity of land titles and the weakness of property rights in the region provide openings for corrupt governments and avaricious local chiefs to wheel and deal with local and international investors. The losers in such arrangements are usually poor local populations who see their land expropriated without adequate compensation. Beyond those basic facts, the book offers mostly conjecture. Cotula concedes that no one really knows the total amount of land that has been sold since the sup­posed boom began during the last decade. Although a small number of massive land purchases by foreign governments and multinationals have made headlines and have led to an outraged narrative of “land grabbing,” Cotula cites one study suggesting that a majority of the confirmed sales have gone to local investors and involved parcels no larger than 210 acres."
4,Two New Websites on North Korea,https://www.foreignaffairs.com/reviews/capsule-review/2014-02-18/two-new-websites-north-korea,Two New Websites on North Korea,"These websites offer unique insight into the North Korean enigma. Curated by the veteran diplomat and analyst Joel Wit and the North Korea scholar Jenny Town, 38 North posts vigorous short essays by accomplished North Korea watchers on the regime’s internal political struggles, foreign policies, and weapons activities and the daily lives of the North Korean people. Contributors ponder strains in Beijing’s relations with Pyongyang and offer suggestions for U.S. policy. The site also reviews books and debunks media myths. A special feature is a running analysis of commercial satellite imagery that often scoops the international news media with information about the status of North Korea’s nuclear weapons and missile programs."
5,Uncharted Strait: The Future of China-Taiwan Relations,https://www.foreignaffairs.com/reviews/capsule-review/2014-02-18/uncharted-strait-future-china-taiwan-relations,Uncharted Strait: The Future of China-Taiwan Relations,"Bush’s masterful assessment of Chinese-Taiwanese relations predicts that “the momentum of cooperation on stabilization that began when [Taiwanese President] Ma [Ying-jeou] took office in 2008 will decelerate and most likely stall.” This was a prescient claim, as that is exactly what began to happen last summer, months after Bush’s book was published, after the Taiwanese legislature balked at passing a cross-strait agreement on liberalizing trade in services. Bush terms the subjects on which the two sides reached deals before 2013 “the low-hanging fruit.” Almost all the agreements concern economic affairs, with nothing substantive addressing politics. Progress has been further slowed by Ma’s recently plummeting approval ratings, which are currently languishing in the midteens. Bush could not have foreseen the dramatic decline in Ma’s popularity; indeed, no specialist has offered an adequate explanation for it. Ma’s ineffectiveness must surely increase Beijing’s worries. It might hasten the end of what Bush terms “the paradigm of mutual persuasion” and convince Chinese leaders to start exploiting their power advantage more aggressively. Bush’s book offers an exceptionally lucid and comprehensive analysis of what such a shift would likely mean for the region."
6,China Mission: A Personal History From the Last Imperial Dynasty to the People’s Republic,https://www.foreignaffairs.com/reviews/capsule-review/2014-02-18/china-mission-personal-history-last-imperial-dynasty-peoples,China Mission: A Personal History From the Last Imperial Dynasty to the People’s Republic,"Three generations of Ronnings have been involved with China, beginning with Topping’s grandparents, Halvor and Hannah Ronning, who worked as missionaries in Hubei Province, in China’s deep interior, from 1891 to 1908. Their letters, diaries, and family photos allow Topping to tell their stories in moving detail. She shifts skillfully back and forth from the intimate canvas of family love stories and tragedies, to the complex dynamics of rural Chinese society, to the wide frame of Chinese politics during the Boxer Rebellion. Her account brings to life an unfamiliar society that was primitive and cruel and a missionary enterprise that was dangerous and almost insanely ambitious. Yet Halvor and Hannah saved many lives, taught many children, and won many converts. The story continues with China-related episodes from the life of one of Halvor and Hannah’s sons, Chester Ronning, a distinguished Canadian diplomat and Topping’s father, and from the lives of Topping herself and her husband, Seymour Topping, both journalists who have been involved with China on and off since 1946. All three generations fought against the mutual contempt felt by many Westerners and Chinese for each other’s cultures. This empathetic book continues that mission."
7,Asian Maritime Strategies: Navigating Troubled Waters,https://www.foreignaffairs.com/reviews/capsule-review/2014-02-18/asian-maritime-strategies-navigating-troubled-waters,Asian Maritime Strategies: Navigating Troubled Waters,"Economic and technological changes are shrinking the Asian maritime commons. Cole reports that most of the littoral countries are building up their navies and coast guards. Lesser powers have acquired submarines and advanced tactical aircraft, although they seldom have clear strategies for using such technologies. Meanwhile, the region’s big powers must confront strategic dilemmas, including an increasing risk of accidents and clashes. The United States might not be able to maintain its dominance of Asian waters if it also insists on keeping up its deployments elsewhere. Japan’s navy takes second place to its coast guard when it comes to defending the country’s maritime interests because the constitution and public opinion limit the use of explicitly military forces. The Indian navy remains a budgetary stepchild of land and air forces that focus on Pakistan, even as India sees growing competition from China in its home ocean. For its part, China faces so many security challenges in its near seas that it might not be able to develop what it really wants: a “blue-water navy,” which would be able to project power in distant seas."
8,Chinese Industrial Espionage: Technology Acquisition and Military Modernization,https://www.foreignaffairs.com/reviews/capsule-review/2014-02-18/chinese-industrial-espionage-technology-acquisition-and-military,Chinese Industrial Espionage: Technology Acquisition and Military Modernization,"This book rings alarm bells about technology theft on a scale that the authors say is unprecedented in history and that they believe has strategic implications. They claim that the U.S. government (for which two of the authors work) has underestimated the severity of the threat from China, prompting them to go public with a brief based entirely on open sources. Traditional espionage and hacking are only the most sensational techniques the Chinese authorities use to obtain proprietary information and technology. The others include employing a vast bureaucracy dedicated to collecting open-source material, demanding technology transfers from foreign investors in exchange for access to the Chinese market, participating in academic exchanges, and tapping ethnic Chinese professional and alumni associations in the West for intelligence. Innocent-sounding rhetoric about development and scholarship surrounds many of these activities, and many of the collection methods are legal. But the authors show that these intelligence and espionage activities constitute a strategic initiative guided from high levels of the Chinese government. They push back against what they anticipate will be charges of alarmism (and even racism) and argue that, so far, U.S. counterintelligence operations have been outmanned and outclassed."
9,Taming Tibet: Landscape Transformation and the Gift of Chinese Development,https://www.foreignaffairs.com/reviews/capsule-review/2014-02-18/taming-tibet-landscape-transformation-and-gift-chinese,Taming Tibet: Landscape Transformation and the Gift of Chinese Development,"China’s attempt to consolidate its control over Tibet through modernization has gone tragically awry. After pouring money into programs for a “new socialist countryside,” “civilized cities,” and “comfortable housing” and even a “gratitude education” campaign, Beijing faces resentment. Yeh digs beneath accurate but incomplete conventional narratives of ethnic prejudice and religious repression to show how development efforts in the region have affected relations between Tibetans and the ethnic Han who make up the majority of China’s population. Entrepreneurial Han migrants to Tibet rent land and living space from residents and use government aid to start businesses, pushing local people to the economic margins. In response to Tibetan disaffection, the authorities have increased surveillance, making Tibetans feel “already guilty” just for looking and acting Tibetan. Drawing on anthropological theory, Yeh argues that development imposed from outside is “both present and poison.”"
